method,r_names_used,distributive,weights_on_harmonics,weights_on_regions,cap,normed_column,harmonics_considered,correlation,p_value,final_ranking_correlate,cleaned_method_name,exp_with,compared_with
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,18,0.2920985474228876,0.3328430431357517,"[0.0712421137002739, 0.1334020941813436, 0.10824516659813, 0.0, 0.3003457268131616, 0.2480048465108364, 0.1220599771228572, 0.2186997224041308, 0.911314341246682, 0.1616622099309489, 1.0, 0.9005087997166358, 0.0733867616722471]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,19,0.2842063273272168,0.3466649784209605,"[0.0318736514775818, 0.0977994867563397, 0.0923949232364375, 0.0, 0.2755883274111312, 0.234349004022549, 0.1053909513475479, 0.1903231151129492, 0.9087287738966784, 0.1471191966882481, 1.0, 0.8869554843965856, 0.0252601106847564]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,20,0.2848784572873966,0.3454758511861331,"[0.0604792970368198, 0.1236627938826747, 0.1055207465216597, 0.0, 0.2809916850669741, 0.2396173329985896, 0.1129339697140315, 0.1966422925530852, 0.9116508072278536, 0.1587188981320028, 1.0, 0.8919854197327929, 0.0524128974264974]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,21,0.2949518739405619,0.3279220521967953,"[0.0436056223959293, 0.1072778547750444, 0.1013553035776129, 0.0, 0.2824429241293306, 0.2267789622608665, 0.1009433397637057, 0.1964290653715367, 0.9093748462201658, 0.1581497953359232, 1.0, 0.8906203938545566, 0.0527407601429538]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,22,0.2982099500724122,0.3223527327465748,"[0.0444122953189745, 0.1092624185981146, 0.0920912106643832, 0.0, 0.2900728792915888, 0.2340456183381331, 0.102810719575643, 0.2033778005332936, 0.908133310674484, 0.1501438882843709, 1.0, 0.907096236118912, 0.0581161201290089]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,23,0.2996813233776761,0.3198550095082625,"[0.0504871464983015, 0.1185170215347848, 0.1008565730778761, 0.0, 0.2959813072279462, 0.2382685612002927, 0.1081639552948953, 0.2077962902840111, 0.9071039092280224, 0.1578759105419899, 1.0, 0.9068120405979632, 0.0674979136911506]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,24,0.3012674791072606,0.317174609474957,"[0.050426738646317, 0.1189871931270207, 0.1031308364731989, 0.0, 0.3092491773835801, 0.2382699212674154, 0.1043445263425972, 0.2217413180540581, 0.9085978452288208, 0.1601143587903578, 1.0, 0.9127033311867836, 0.0698878118589857]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,25,0.3116509084232263,0.2999412304758174,"[0.0494334543133999, 0.1187138220639532, 0.1197551858949711, 0.0, 0.3130408068357363, 0.2518697212953601, 0.118390819159724, 0.2250986348868565, 0.9100206879714254, 0.1761096741940594, 1.0, 0.906368919405282, 0.0868930472724063]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,26,0.3180617641378875,0.2895739796402478,"[0.044090479568812, 0.1104457268105366, 0.1215528325295547, 0.0, 0.3085426508868716, 0.2456496234155159, 0.109821761539203, 0.2185850992997324, 0.9090296746511142, 0.1816149011841696, 1.0, 0.8976622890653914, 0.0917921396300294]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,27,0.3165335886267812,0.2920262681521343,"[0.0282014150933883, 0.097020782221249, 0.1089768127219396, 0.0, 0.3045814844549354, 0.2270476616891514, 0.0861017477691133, 0.2089106361899299, 0.9051127085824467, 0.1712218863850283, 1.0, 0.9106069196898632, 0.0746014408492728]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,28,0.3188428844453225,0.2883251003474708,"[0.0479068659505488, 0.1149964128175502, 0.1178351825818481, 0.0, 0.3074853554319662, 0.2213148990720431, 0.081868242700457, 0.2125538171794247, 0.9069877927078326, 0.1788862285486385, 1.0, 0.912570398748155, 0.0961959527160679]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,29,0.3156638754904856,0.2934272225420498,"[0.0350942855992026, 0.1029499954706374, 0.1127109857835375, 0.0, 0.3092285433607643, 0.2126469235445127, 0.0733127324873064, 0.2152615449782544, 0.9070102973352352, 0.1707187504994716, 1.0, 0.9134041094497104, 0.0797324680726722]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,30,0.3155559841882273,0.2936012848607825,"[0.0307575964338539, 0.098163590096496, 0.1159258040401543, 0.0, 0.3018795990882685, 0.2048095068000185, 0.0652555399498692, 0.2073352718287952, 0.9077079747063408, 0.1735547758166361, 1.0, 0.9145830793376027, 0.0752524878509611]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,31,0.3202305366798802,0.286114155519778,"[0.0159877681057415, 0.0859597220793543, 0.1157293731658219, 0.0, 0.298787155495112, 0.2095554245194914, 0.0640227971749992, 0.2013043302402817, 0.905490169889872, 0.1748216373057788, 1.0, 0.9086316479543328, 0.070855394123771]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,True,120,normed_values_normed_weighted_modulations,32,0.3279979583427858,0.2739200811538602,"[0.0285794683312551, 0.0991395740763846, 0.122037968015609, 0.0, 0.3076467557716941, 0.2233101895077386, 0.0771025153900878, 0.2094423537230947, 0.9059218257493062, 0.1815542623503484, 1.0, 0.9143513774538108, 0.0952636256604643]",Method E,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,2,0.2856994632991536,0.3440263568076545,"[0.0, 0.2499999999999999, 0.2499999999999999, 0.2499999999999999, 0.5000000000000001, 0.2499999999999999, 0.2499999999999999, 0.2499999999999999, 0.0, 0.2499999999999999, 0.2499999999999999, 1.0, 0.2499999999999999]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,3,0.2629055556155425,0.3854917374679854,"[0.0, 0.2499999999999999, 0.4166666666666667, 0.4166666666666669, 0.6666666666666671, 0.5833333333333333, 0.4166666666666667, 0.4166666666666667, 0.1666666666666666, 0.4166666666666669, 0.4166666666666667, 1.0, 0.2500000000000003]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,4,0.2763128227027663,0.3607961328889418,"[0.0, 0.3333333333333335, 0.4814814814814815, 0.5925925925925924, 0.7037037037037036, 0.5185185185185185, 0.3703703703703704, 0.3703703703703704, 0.2592592592592594, 0.4814814814814815, 0.3703703703703704, 1.0, 0.3333333333333335]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,5,0.3106951769860031,0.3015046697924574,"[0.0, 0.3333333333333333, 0.5703703703703703, 0.6814814814814815, 0.7925925925925925, 0.4296296296296295, 0.2814814814814814, 0.4592592592592592, 0.2592592592592591, 0.5703703703703703, 0.3703703703703702, 1.0, 0.4222222222222223]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,6,0.3522753603049242,0.2378051738968866,"[0.0, 0.3333333333333335, 0.4222222222222225, 0.4592592592592595, 0.7185185185185189, 0.3555555555555559, 0.1333333333333335, 0.3851851851851853, 0.1851851851851852, 0.4222222222222225, 0.2962962962962963, 1.0, 0.4222222222222225]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,7,0.3091038743135246,0.3041180861955159,"[0.0, 0.2957746478873242, 0.4309859154929581, 0.5201877934272304, 0.6938967136150236, 0.3718309859154931, 0.1746478873239437, 0.3981220657276998, 0.2769953051643193, 0.4309859154929581, 0.3755868544600941, 1.0, 0.3183098591549299]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,8,0.3098763239899207,0.302847879820483,"[0.0, 0.2464788732394366, 0.4309859154929576, 0.5201877934272299, 0.7431924882629107, 0.3718309859154931, 0.1746478873239438, 0.4474178403755869, 0.2769953051643193, 0.480281690140845, 0.3262910798122065, 1.0, 0.3183098591549297]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,9,0.280890516056545,0.3525638266804539,"[0.0, 0.2701543739279588, 0.4723842195540308, 0.5701543739279591, 0.7665523156089192, 0.4555746140651799, 0.2394511149228128, 0.4423670668953687, 0.2075471698113206, 0.5264150943396225, 0.2615780445969127, 1.0, 0.3488850771869639]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,10,0.3434457514173886,0.2505888256027163,"[0.0, 0.2701543739279589, 0.5156089193825041, 0.5269296740994855, 0.723327615780446, 0.4555746140651801, 0.2394511149228129, 0.3991423670668953, 0.2507718696397941, 0.5696397941680958, 0.3048027444253858, 1.0, 0.3921097770154372]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,11,0.3592065577178939,0.2280517857245303,"[0.0, 0.259939984996249, 0.4961140285071268, 0.5448162040510129, 0.7337884471117778, 0.438349587396849, 0.2303975993998502, 0.4218604651162793, 0.241290322580645, 0.5481020255063763, 0.2932783195798952, 1.0, 0.4150937734433612]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,12,0.3011579756878298,0.3173592499968907,"[0.0, 0.2599399849962491, 0.4961140285071272, 0.5448162040510129, 0.733788447111778, 0.4730082520630156, 0.23039759939985, 0.4218604651162793, 0.2412903225806451, 0.5481020255063765, 0.2932783195798951, 1.0, 0.345776444111028]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,13,0.3250970159588553,0.2784381453285056,"[0.0, 0.2208808168469082, 0.4807340885961282, 0.4969256405381527, 0.742041222586309, 0.4273437936857646, 0.1922542693223883, 0.4397832626905401, 0.2648109419908965, 0.5621112316449892, 0.3151872686401913, 1.0, 0.3350570920518473]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,14,0.3552793825493378,0.2335475721084169,"[0.0, 0.214700351121305, 0.4393016708156233, 0.4550401669728562, 0.7212781685164859, 0.3594242915067781, 0.1309128066876105, 0.4274776880346992, 0.2574012675153004, 0.5184018001761044, 0.306368014262265, 1.0, 0.3536628583230967]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,15,0.3462824205809698,0.2464380212661081,"[0.0, 0.2265324099456107, 0.491066246722532, 0.4801172662646149, 0.7334727284822598, 0.4067868538828393, 0.1381273641929571, 0.4234810096093189, 0.2440317389678641, 0.5745255556498616, 0.2956970254466876, 1.0, 0.3731530907414243]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,16,0.3491937966807068,0.2422210406332058,"[0.0, 0.2265324099456103, 0.4910662467225318, 0.5317825527434383, 0.759305371721671, 0.4326194971222508, 0.1639600074323688, 0.4493136528487302, 0.218199095728452, 0.6003581988892739, 0.2956970254466874, 1.0, 0.3989857339808364]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,17,0.3345721219460192,0.2638409436233737,"[0.0, 0.2160278088791323, 0.4914805164256117, 0.5071231074480641, 0.7472810459972199, 0.4357440182561555, 0.1795426168486226, 0.4284783971869416, 0.2544522156010396, 0.5957044593058949, 0.305170818820857, 1.0, 0.3572986018738191]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,18,0.335739828461048,0.2620739043790998,"[0.0, 0.2160278088791326, 0.4257878493980394, 0.4633279960963493, 0.7034859346455052, 0.4138464625802983, 0.1576450611727657, 0.3846832858352269, 0.2325546599251829, 0.55190934795418, 0.2832732631449997, 1.0, 0.3354010461979617]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,19,0.3402391726300227,0.255330836760414,"[0.0, 0.216027808879133, 0.4257878493980394, 0.4633279960963493, 0.7242309873910543, 0.4138464625802983, 0.1576450611727657, 0.4054283385807761, 0.2118096071796337, 0.55190934795418, 0.2625282103994506, 1.0, 0.3561460989435109]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,20,0.3414207814338794,0.2535772653549713,"[0.0, 0.211852659022707, 0.436885595519627, 0.4737002072096856, 0.7102338408259272, 0.4058480895569852, 0.1545982693826866, 0.3975926618760084, 0.2270428913688048, 0.5605695553194335, 0.2767812607472008, 1.0, 0.3492628956115621]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,21,0.3362757991863525,0.2612651913259337,"[0.0, 0.2118526590227073, 0.4184790152870774, 0.4737002072096855, 0.7286404210584764, 0.4242546697895342, 0.1730048496152361, 0.3975926618760079, 0.2270428913688045, 0.5605695553194331, 0.2583746805146516, 1.0, 0.3492628956115619]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,22,0.350119556341566,0.2408892843377801,"[0.0, 0.2118526590227073, 0.4360489327817836, 0.4737002072096855, 0.7462103385531821, 0.4418245872842406, 0.1730048496152361, 0.4151625793707143, 0.2446128088635107, 0.5781394728141396, 0.2759445980093576, 1.0, 0.3668328131062683]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,23,0.3488295944612789,0.2427461771037585,"[0.0, 0.2248793430147427, 0.4453700482099133, 0.4989272479469347, 0.7504050335654302, 0.4345220069426938, 0.1701453849087603, 0.4083006749454904, 0.2570980254200555, 0.5851120824908397, 0.2713837210125263, 1.0, 0.3772979487845326]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,24,0.3505736674181333,0.2402376364617111,"[0.0, 0.224879343014743, 0.4453700482099141, 0.4830876899819391, 0.7504050335654299, 0.4345220069426939, 0.1543058269437644, 0.4083006749454903, 0.2570980254200555, 0.5851120824908396, 0.2713837210125261, 1.0, 0.3772979487845327]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,25,0.3601257363460082,0.226776951173054,"[0.0, 0.221511051362319, 0.4536774161155368, 0.4758518976155056, 0.7541435211946526, 0.4280136419272227, 0.1519946007464302, 0.4171632759768122, 0.2532471553433847, 0.5913263638494688, 0.2822970939236703, 1.0, 0.3866249153833201]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,26,0.3592971986574017,0.2279258796413818,"[0.0, 0.2071089194009536, 0.4248731521928042, 0.4470476336927731, 0.7397413892332861, 0.4136115099658569, 0.1375924687850639, 0.4027611440154459, 0.2388450233820182, 0.5769242318881026, 0.2678949619623041, 1.0, 0.3722227834219537]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,27,0.3447661620269241,0.2486515523110773,"[0.0, 0.2042758745620229, 0.4190613083837526, 0.4546114742655106, 0.7433014691958123, 0.4216327235867102, 0.1493893494429789, 0.3972517705723563, 0.2492568694018355, 0.5690324799426438, 0.2642304242805961, 1.0, 0.3534521351771544]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,28,0.3509411094225292,0.2397111369232272,"[0.0, 0.2042758745620234, 0.4322517816574913, 0.4678019475392497, 0.7433014691958125, 0.4348231968604487, 0.1625798227167178, 0.3972517705723568, 0.2492568694018359, 0.5822229532163828, 0.2642304242805969, 1.0, 0.366642608450893]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,29,0.3638611326741207,0.2216410447687355,"[0.0, 0.2069110165813069, 0.463627630054001, 0.4738365542753912, 0.7657899150957783, 0.4533322983605453, 0.1775770070302364, 0.4152762037563909, 0.2524722625634809, 0.6026334994780713, 0.2676389750714703, 1.0, 0.3971721038968262]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,30,0.3723822517090674,0.2101941078212,"[0.0, 0.2069110165813064, 0.4511577093771927, 0.448896712921776, 0.7533199944189702, 0.4408623776837371, 0.1651070863534282, 0.4028062830795826, 0.2524722625634809, 0.5901635788012632, 0.2676389750714701, 1.0, 0.3971721038968258]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,31,0.3622360629364947,0.2238665619187595,"[0.0, 0.2020348390013739, 0.4405254813603994, 0.4501010407861349, 0.7473501176200267, 0.4422560470631335, 0.1612160829353079, 0.4050968030875952, 0.2583056358832876, 0.5762554628440211, 0.2731149213933596, 1.0, 0.376028858019225]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,True,False,120,normed_values_only_modulations,32,0.3563757626634007,0.2320052667694198,"[0.0, 0.1997546309484016, 0.4468398294656089, 0.4675935292379336, 0.7614877899317709, 0.4372646514950545, 0.1593965640226553, 0.4230972189133324, 0.2666765558209693, 0.5810379335842255, 0.281318700593108, 1.0, 0.3717849165562402]",Method D,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,2,-0.1302880612912696,0.6713883934094821,"[0.4375, 0.5833333333333334, 0.2916666666666667, 0.4166666666666667, 0.4375, 0.8333333333333334, 0.8333333333333334, 0.2916666666666667, 0.8749999999999999, 0.2916666666666667, 1.0, 0.95, 0.0]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,3,0.1893708061480209,0.5354972525717145,"[0.0, 0.1804123711340206, 0.4742268041237114, 0.5670103092783504, 0.5154639175257731, 0.670103092783505, 0.5670103092783504, 0.4742268041237114, 0.9072164948453606, 0.4742268041237114, 1.0, 0.8762886597938142, 0.0257731958762886]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,4,0.305413011149681,0.310228969032051,"[0.0, 0.2982456140350877, 0.2180451127819549, 0.1578947368421052, 0.2631578947368422, 0.3082706766917292, 0.1578947368421052, 0.0526315789473684, 0.9398496240601502, 0.2180451127819549, 1.0, 0.894736842105263, 0.1578947368421052]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,5,0.2976994933428398,0.3232217921281112,"[0.0, 0.2207792207792204, 0.1350649350649351, 0.2172373081463988, 0.330578512396694, 0.1818181818181816, 0.0148423005565858, 0.2077922077922075, 0.9350649350649352, 0.1350649350649351, 1.0, 0.9766233766233772, 0.1038961038961039]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,6,0.4692090230972082,0.1057597154667232,"[0.1754385964912282, 0.3110047846889954, 0.3827751196172249, 0.3588516746411482, 0.526315789473684, 0.263157894736842, 0.0, 0.4545454545454544, 0.956937799043062, 0.3827751196172249, 1.0, 0.9514170040485824, 0.5263157894736842]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,7,0.4992564665486159,0.0823924623460013,"[0.0, 0.1598360655737705, 0.4262295081967212, 0.4008587041373926, 0.4972677595628418, 0.3078324225865209, 0.0710382513661202, 0.4262295081967212, 0.9590163934426228, 0.4262295081967212, 1.0, 0.8924180327868853, 0.4262295081967215]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,8,0.432710781862141,0.1397170210983351,"[0.2927756653992395, 0.3050599590523544, 0.3673003802281367, 0.1530418250950568, 0.4347275031685675, 0.201520912547528, 0.0, 0.3726235741444863, 0.9914448669201518, 0.4325095057034218, 1.0, 0.9315589353612166, 0.5209125475285169]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,9,0.4653254666849009,0.1090755737508745,"[0.2619680851063828, 0.279255319148936, 0.5048498122653314, 0.3351063829787232, 0.5506718924972003, 0.1598873591989986, 0.0, 0.5048498122653314, 0.9925199468085104, 0.5523049645390067, 1.0, 0.9401595744680852, 0.5736369680851062]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,10,0.4675067471001125,0.1072046259235457,"[0.2717948717948716, 0.2884615384615385, 0.5222672064777326, 0.3333333333333332, 0.5708502024291497, 0.1623931623931625, 0.0, 0.5203619909502262, 1.0, 0.5692307692307691, 1.0, 0.9757085020242914, 0.5897435897435898]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,11,0.4888323397884873,0.0900482576956293,"[0.292327884500656, 0.3042596348884379, 0.5940307157345697, 0.4027818023761227, 0.59007929190485, 0.1602434077079106, 0.0, 0.5436105476673427, 1.0, 0.6398672321593214, 0.9939148073022316, 0.9551908537709756, 0.6635757751376414]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,12,0.5182373214871812,0.0696322687218518,"[0.3321286047737365, 0.34620886981402, 0.5863656154755237, 0.3400510045406481, 0.5875059608965184, 0.1621571188654599, 0.0, 0.5422031473533618, 1.0, 0.6268478779208391, 0.9914163090128753, 0.9678111587982832, 0.7486204782342122]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,13,0.5787261541137623,0.0382431120913555,"[0.3086419753086414, 0.2572016460905346, 0.6831275720164609, 0.3686556927297669, 0.5486968449931412, 0.1736111111111109, 0.0, 0.4958847736625515, 1.0, 0.7620789513793629, 0.9818393272499552, 0.842097241274196, 0.8565933082841293]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,14,0.5550394470970486,0.0489579212762132,"[0.3485054347826089, 0.3003566576086957, 0.6997445913461545, 0.3902343750000001, 0.5709859913793107, 0.1779785156249999, 0.0, 0.5214843750000003, 1.0, 0.7778320312500004, 0.980859375, 0.8455078125000008, 0.8559194711538464]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,15,0.5692468958125958,0.0423030247117373,"[0.3118987341772151, 0.2693670886075952, 0.7210824967263203, 0.4463197374589778, 0.60253164556962, 0.1837787154242849, 0.0, 0.5569620253164557, 1.0, 0.7888934258881175, 0.981499513145082, 0.8624472573839665, 0.8607594936708862]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,16,0.5621045013857091,0.045561190102964,"[0.3546157582097355, 0.3153883513281277, 0.6527440505099561, 0.2561113809292534, 0.5507527926177753, 0.1697509671584799, 0.0, 0.5054233446656952, 1.0, 0.7207382224380766, 0.9725684888385226, 0.8633066474486519, 0.8567265662943176]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,17,0.5845158356589967,0.0359070689653723,"[0.3734939759036144, 0.3286746987951808, 0.7161746987951813, 0.2583132530120485, 0.6019844082211202, 0.1802409638554217, 0.0, 0.5445783132530128, 1.0, 0.7918072289156625, 0.9726298296634818, 0.8629907866761167, 0.9531566265060246]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,18,0.5572178802582143,0.0478918459781383,"[0.4091588785046726, 0.3733831775700935, 0.7594626168224299, 0.3681658878504669, 0.6629959946595458, 0.165233644859813, 0.0, 0.6141238317757004, 1.0, 0.826542056074766, 0.9765691890262284, 0.8845567062389491, 0.9607009345794388]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,19,0.5202605365552305,0.0683593682949372,"[0.3227415026833627, 0.2873881932021466, 0.7559928443649367, 0.4454382826475846, 0.6024668110347421, 0.167523639151546, 0.0, 0.544625606951188, 1.0, 0.8307127389134731, 0.970885509838998, 0.8228246410715103, 0.8032098134423713]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,20,0.5149732727911662,0.0717207225699948,"[0.3756294867673843, 0.3429229615343404, 0.7094717668488161, 0.3588342440801455, 0.5669626593806921, 0.1584699453551912, 0.0, 0.5091074681238615, 1.0, 0.7832644719889825, 0.9733801717408276, 0.8392315031659293, 0.8196721311475411]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,21,0.5378665944035669,0.0579647745165144,"[0.3322683706070289, 0.3011182108626196, 0.7170001681520095, 0.3865814696485622, 0.5920945092503159, 0.147444089456869, 0.0, 0.5303514376996804, 1.0, 0.7920350694702432, 0.976038338658147, 0.845774034272437, 0.8274760383386583]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,22,0.5651693711665153,0.0441417267154618,"[0.3563474387527842, 0.3229398663697103, 0.7024156244646227, 0.4145965393181429, 0.6428426807045963, 0.1781737193763923, 0.0, 0.5790645879732739, 1.0, 0.7886211783761898, 0.9691205682296996, 0.9070662077343596, 0.889755011135858]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,23,0.5626125085245833,0.0453236724781388,"[0.356498673740053, 0.3403741449113499, 0.7089215242285043, 0.3718832891246684, 0.6488178987429359, 0.175596816976127, 0.0, 0.578223458627159, 1.0, 0.7921923653557834, 0.9695239424821998, 0.9086841194787222, 0.8920424403183023]",Method C,Triads,numbered_rankings
Experimental_methods ,all_ranges,all_modulations_weight,False,True,120,normed_values_normed_weighted_modulations,24,0.5496783189012644,0.0516537925795974,"[0.3455631399317401, 0.3333888287688337, 0.6722773813217499, 0.3546385355259072, 0.6857978686355087, 0.1924914675767915, 0.0, 0.6178250077567482, 1.0, 0.7591418820087761, 0.9664530092399898, 0.9221285783938146, 0.8402730375426619]",Method C,Triads,numbered_rankings
