method,r_names_used,distributive,weights_on_harmonics,weights_on_regions,normed_column,harmonics_considered,correlation,p_value,final_ranking_correlate,compared_with,cleaned_method_name
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,14,-0.02483637071260264,0.935810216922236,"[0.9498714652956344, 0.9498714652956344, 0.4498714652956361, 0.0, 0.5000000000000017, 0.7400093479785015, 0.7400093479785015, 0.5000000000000017, 0.1063981719508669, 0.4498714652956361, 0.1063981719508669, 1.0, 0.8997429305912689]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,15,-0.0017539295891759732,0.9954627815478969,"[0.9590049053959316, 0.9590049053959316, 0.4590049053959342, 0.0, 0.4999999999999974, 0.659839459769379, 0.659839459769379, 0.4999999999999974, 0.1781125905162362, 0.4590049053959342, 0.1781125905162362, 1.0, 0.9180098107918684]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,16,-0.014941392067874093,0.9613610621724434,"[0.91207927021076, 0.91207927021076, 0.4120792702107577, 0.0, 0.5000000000000022, 0.64349852726701, 0.64349852726701, 0.5000000000000022, 0.2110202369717954, 0.4120792702107577, 0.2110202369717954, 1.0, 0.8241585404215154]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,17,-0.04166660057964977,0.8924928803330696,"[0.9066924572393592, 0.9066924572393592, 0.4066924572393592, 0.0, 0.5, 0.7390882491033657, 0.7390882491033657, 0.5, 0.1189167024349576, 0.4066924572393592, 0.1189167024349576, 1.0, 0.8133849144787185]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,18,-0.020024893160513563,0.9482287617824753,"[0.9187779761221568, 0.9187779761221568, 0.4187779761221586, 0.0, 0.4999999999999982, 0.708120703889948, 0.708120703889948, 0.4999999999999982, 0.1934610660291426, 0.4187779761221586, 0.1934610660291426, 1.0, 0.8375559522443173]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,19,-0.042948130453267896,0.889204312518992,"[0.8707563221422545, 0.8707563221422545, 0.3707563221422515, 0.0, 0.5, 0.6631317224804899, 0.6631317224804899, 0.5, 0.1784436406718514, 0.3707563221422515, 0.1784436406718514, 1.0, 0.741512644284506]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,20,-0.0295779194443688,0.9235852152072633,"[0.8970231674167527, 0.8970231674167527, 0.3970231674167554, 0.0, 0.4999999999999973, 0.7079482328198863, 0.7079482328198863, 0.4999999999999973, 0.1967028081902673, 0.3970231674167554, 0.1967028081902673, 1.0, 0.7940463348335054]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,21,-0.0522457959070836,0.8653971806015007,"[0.8580214094317823, 0.8580214094317823, 0.3580214094317847, 0.0, 0.5000000000000024, 0.6964395503284412, 0.6964395503284412, 0.5000000000000024, 0.1737543431121141, 0.3580214094317847, 0.1737543431121141, 1.0, 0.7160428188635695]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,22,-0.040235238598159306,0.896167806136936,"[0.8684735868125336, 0.8684735868125336, 0.3684735868125315, 0.0, 0.4999999999999978, 0.708329958395963, 0.708329958395963, 0.4999999999999978, 0.2128301138083978, 0.3684735868125315, 0.2128301138083978, 1.0, 0.736947173625063]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,23,-0.038736027631295994,0.9000189747260463,"[0.8774923526390564, 0.8774923526390564, 0.3774923526390545, 0.0, 0.5000000000000019, 0.7191995281909461, 0.7191995281909461, 0.5000000000000019, 0.201664853307824, 0.3774923526390545, 0.201664853307824, 1.0, 0.754984705278109]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,24,-0.049123893118000014,0.8733802576631119,"[0.8619792787350703, 0.8619792787350703, 0.3619792787350685, 0.0, 0.4999999999999982, 0.7101915086727414, 0.7101915086727414, 0.4999999999999982, 0.1843365074847989, 0.3619792787350685, 0.1843365074847989, 1.0, 0.723958557470137]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,25,-0.04621633076997751,0.8808251955293055,"[0.8667118270970174, 0.8667118270970174, 0.3667118270970175, 0.0, 0.5, 0.7347330971597335, 0.7347330971597335, 0.5, 0.1951601920065003, 0.3667118270970175, 0.1951601920065003, 1.0, 0.7334236541940317]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,26,-0.060936694551320864,0.8432375122695354,"[0.8436368857700608, 0.8436368857700608, 0.3436368857700623, 0.0, 0.5000000000000016, 0.7468120573855007, 0.7468120573855007, 0.5000000000000016, 0.1804227718527969, 0.3436368857700623, 0.1804227718527969, 1.0, 0.6872737715401217]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,27,-0.05660224669805114,0.8542769942401773,"[0.8335740088742455, 0.8335740088742455, 0.3335740088742455, 0.0, 0.5, 0.7140311009330703, 0.7140311009330703, 0.5, 0.220141529370585, 0.3335740088742455, 0.220141529370585, 1.0, 0.6671480177484883]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,28,-0.05357402973403165,0.8620042492901672,"[0.8467176839406079, 0.8467176839406079, 0.3467176839406078, 0.0, 0.5, 0.7325908882055535, 0.7325908882055535, 0.5, 0.2073978852753217, 0.3467176839406078, 0.2073978852753217, 1.0, 0.6934353678812157]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,29,-0.06415605906951125,0.8350549817464362,"[0.829306697154616, 0.829306697154616, 0.3293066971546137, 0.0, 0.4999999999999976, 0.7263823905455588, 0.7263823905455588, 0.4999999999999976, 0.1954976078828242, 0.3293066971546137, 0.1954976078828242, 1.0, 0.6586133943092274]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,30,-0.06739559868083103,0.8268365771808608,"[0.81981492111069, 0.81981492111069, 0.3198149211106879, 0.0, 0.5000000000000021, 0.7048437021370556, 0.7048437021370556, 0.5000000000000021, 0.1974692083423966, 0.3198149211106879, 0.1974692083423966, 1.0, 0.6396298422213801]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,31,-0.07231614494043617,0.8143848703523741,"[0.8127310834956213, 0.8127310834956213, 0.3127310834956213, 0.0, 0.5, 0.7200187196082581, 0.7200187196082581, 0.5, 0.1944852716249182, 0.3127310834956213, 0.1944852716249182, 1.0, 0.6254621669912426]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,True,False,normed_values_only_modulations,32,-0.06784919855199611,0.8256871135963628,"[0.8119578403484659, 0.8119578403484659, 0.3119578403484677, 0.0, 0.5000000000000018, 0.708361677889544, 0.708361677889544, 0.5000000000000018, 0.2170891467265434, 0.3119578403484677, 0.2170891467265434, 1.0, 0.6239156806969354]",numbered_rankings,Method D
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,4,0.08626861777897932,0.7793037018673514,"[0.3790750568612585, 0.3790750568612585, 0.068991660348749, 0.0, 0.3100833965125095, 0.4799090219863534, 0.4799090219863534, 0.3100833965125095, 1.0, 0.068991660348749, 1.0, 0.620166793025019, 0.1379833206974981]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,5,0.02628660613464856,0.9320696248166573,"[0.3013513513513515, 0.3013513513513515, 0.0814189189189189, 0.1628378378378379, 0.3827702702702703, 0.56722972972973, 0.56722972972973, 0.3827702702702703, 1.0, 0.0814189189189189, 1.0, 0.6027027027027028, 0.0]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,6,0.038826506047695,0.899786496096546,"[0.3083972719522591, 0.3083972719522591, 0.0488064791133844, 0.0976129582267689, 0.3572037510656435, 0.4931798806479113, 0.4931798806479113, 0.3572037510656435, 1.0, 0.0488064791133844, 1.0, 0.6167945439045183, 0.0]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,7,0.07902810448913036,0.7974649377430493,"[0.2784741300366299, 0.2784741300366299, 0.0100589514652014, 0.0, 0.2684151785714285, 0.3922991071428569, 0.3922991071428569, 0.2684151785714285, 1.0, 0.0100589514652014, 1.0, 0.5368303571428571, 0.0201179029304028]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,8,0.0830803164035703,0.7872886995837185,"[0.3282363842273241, 0.3282363842273241, 0.0366683825800471, 0.0, 0.2915680016472767, 0.4002882734479565, 0.4002882734479565, 0.2915680016472767, 1.0, 0.0366683825800471, 1.0, 0.5831360032945534, 0.0733367651600945]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,9,0.14165425606139914,0.6443546632879917,"[0.5021894613924972, 0.5021894613924972, 0.1718727193110493, 0.0, 0.330316742081448, 0.3800904977375562, 0.3800904977375562, 0.330316742081448, 1.0, 0.1718727193110493, 1.0, 0.6606334841628958, 0.3437454386220988]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,10,0.137719760495988,0.6536690816586518,"[0.4313971451717227, 0.4313971451717227, 0.1383533556477995, 0.0, 0.2930437895239232, 0.4034124806109052, 0.4034124806109052, 0.2930437895239232, 1.0, 0.1383533556477995, 1.0, 0.586087579047846, 0.2767067112955994]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,11,0.14782474888288374,0.6298430104831714,"[0.5357299407815346, 0.5357299407815346, 0.2010618366694143, 0.0, 0.3346681041121208, 0.4945839108783817, 0.4945839108783817, 0.3346681041121208, 1.0, 0.2010618366694143, 1.0, 0.6693362082242416, 0.4021236733388281]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,12,0.17375264672202123,0.5702403606482811,"[0.6108512020792723, 0.6108512020792723, 0.2588044184535415, 0.0, 0.3520467836257308, 0.4707602339181286, 0.4707602339181286, 0.3520467836257308, 1.0, 0.2588044184535415, 1.0, 0.7040935672514621, 0.5176088369070826]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,13,0.16739491886573404,0.584640629424021,"[0.6163312316666103, 0.6163312316666103, 0.2596772649111567, 0.0, 0.3566539667554536, 0.5308338109848609, 0.5308338109848609, 0.3566539667554536, 1.0, 0.2596772649111567, 1.0, 0.7133079335109072, 0.5193545298223134]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,14,0.1930985173016431,0.5273425260567963,"[0.6088996688639253, 0.6088996688639253, 0.290359143378826, 0.0, 0.3185405254850986, 0.615354114443103, 0.615354114443103, 0.3185405254850986, 1.0, 0.290359143378826, 1.0, 0.6370810509701978, 0.5807182867576521]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,15,0.15326063287414768,0.617159340807039,"[0.5458055653462752, 0.5458055653462752, 0.2256743395783062, 0.0, 0.3201312257679689, 0.6409782284521316, 0.6409782284521316, 0.3201312257679689, 1.0, 0.2256743395783062, 1.0, 0.6402624515359379, 0.4513486791566125]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,16,0.16295098114995551,0.5947910940830652,"[0.6107346373138917, 0.6107346373138917, 0.2647968627442545, 0.0, 0.345937774569638, 0.650573249632427, 0.650573249632427, 0.345937774569638, 1.0, 0.2647968627442545, 1.0, 0.6918755491392752, 0.529593725488509]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,17,0.16268990340812753,0.5953895609433766,"[0.7024039741529711, 0.7024039741529711, 0.3139718664549293, 0.0, 0.3884321076980418, 0.7140397310889975, 0.7140397310889975, 0.3884321076980418, 1.0, 0.3139718664549293, 1.0, 0.7768642153960836, 0.6279437329098586]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,18,0.17095984036970163,0.576548234961069,"[0.7701271729822431, 0.7701271729822431, 0.3572537812886099, 0.0, 0.4128733916936343, 0.7336655032879136, 0.7336655032879136, 0.4128733916936343, 1.0, 0.3572537812886099, 1.0, 0.8257467833872676, 0.7145075625772187]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,19,0.16311811685155062,0.5944080935078385,"[0.7400290616458404, 0.7400290616458404, 0.3350466809773056, 0.0, 0.4049823806685335, 0.7371769542018679, 0.7371769542018679, 0.4049823806685335, 1.0, 0.3350466809773056, 1.0, 0.8099647613370682, 0.6700933619546113]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,20,0.14138210274000843,0.644997433697504,"[0.7428136889114214, 0.7428136889114214, 0.3145066101171968, 0.0, 0.4283070787942246, 0.7388140460946255, 0.7388140460946255, 0.4283070787942246, 1.0, 0.3145066101171968, 1.0, 0.8566141575884492, 0.6290132202343937]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,21,0.13720229244465215,0.6548976000971546,"[0.7531676206745737, 0.7531676206745737, 0.3148691008532521, 0.0, 0.4382985198213215, 0.7353571633754994, 0.7353571633754994, 0.4382985198213215, 1.0, 0.3148691008532521, 1.0, 0.876597039642643, 0.6297382017065042]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,22,0.11777681806196914,0.7015710772827376,"[0.838127426782617, 0.838127426782617, 0.3415004655281157, 0.0, 0.4966269612545013, 0.7809929197436801, 0.7809929197436801, 0.4966269612545013, 1.0, 0.3415004655281157, 1.0, 0.9932539225090026, 0.6830009310562314]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,23,0.11548012192417517,0.7071572803557478,"[0.798931456387702, 0.798931456387702, 0.3152869472871423, 0.0, 0.4836445091005612, 0.7367715801077532, 0.7367715801077532, 0.4836445091005612, 1.0, 0.3152869472871423, 1.0, 0.9672890182011225, 0.6305738945742831]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,24,0.09967981699405906,0.7459416785167101,"[0.795815575358388, 0.795815575358388, 0.295815575358388, 0.0, 0.5, 0.6949424599396032, 0.6949424599396032, 0.5, 0.9864100416961896, 0.295815575358388, 0.9864100416961896, 1.0, 0.591631150716776]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,25,0.0927938871692064,0.7630241405543999,"[0.7905242046266282, 0.7905242046266282, 0.2905242046266282, 0.0, 0.5, 0.6287809916949929, 0.6287809916949929, 0.5, 0.9264302499584122, 0.2905242046266282, 0.9264302499584122, 1.0, 0.5810484092532564]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,26,0.11346185164208744,0.7120774523258696,"[0.8288171508549949, 0.8288171508549949, 0.328817150854994, 0.0, 0.4999999999999992, 0.6623089407639897, 0.6623089407639897, 0.4999999999999992, 0.9514966669186992, 0.328817150854994, 0.9514966669186992, 1.0, 0.6576343017099897]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,27,0.08911494842462064,0.7721919420051854,"[0.8013331559876952, 0.8013331559876952, 0.3013331559876951, 0.0, 0.5, 0.6332359297563334, 0.6332359297563334, 0.5, 0.8774664050869063, 0.3013331559876951, 0.8774664050869063, 1.0, 0.6026663119753888]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,28,0.07266945885633624,0.8134922992975897,"[0.7769328065561563, 0.7769328065561563, 0.2769328065561571, 0.0, 0.5000000000000009, 0.636429705682191, 0.636429705682191, 0.5000000000000009, 0.859943267930096, 0.2769328065561571, 0.859943267930096, 1.0, 0.5538656131123143]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,29,0.05832138319017502,0.8498954637213708,"[0.7759962126329328, 0.7759962126329328, 0.2759962126329311, 0.0, 0.5, 0.639311406446456, 0.639311406446456, 0.5, 0.7952487828188477, 0.2759962126329311, 0.7952487828188477, 1.0, 0.551992425265864]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,30,0.060288076749413035,0.8448878589916996,"[0.78816830158131, 0.78816830158131, 0.2881683015813091, 0.0, 0.5000000000000009, 0.6575560693857834, 0.6575560693857834, 0.5000000000000009, 0.7824701222438216, 0.2881683015813091, 0.7824701222438216, 1.0, 0.5763366031626201]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,31,0.0504792609458508,0.8699130226122477,"[0.7906735568030036, 0.7906735568030036, 0.2906735568030025, 0.0, 0.500000000000001, 0.647950227531515, 0.647950227531515, 0.500000000000001, 0.7301251469017918, 0.2906735568030025, 0.7301251469017918, 1.0, 0.581347113606007]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,True,normed_values_normed_weighted_modulations,32,0.04476370518484604,0.8845481226256198,"[0.7941749938793744, 0.7941749938793744, 0.2941749938793744, 0.0, 0.5, 0.6987947908965613, 0.6987947908965613, 0.5, 0.7191965552974113, 0.2941749938793744, 0.7191965552974113, 1.0, 0.5883499877587489]",numbered_rankings,Method C
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,4,0.13301684157086294,0.6648634469116333,"[0.5, 0.5, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.0, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,5,0.21377898230856823,0.48311594250874873,"[0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,6,0.21377898230856823,0.48311594250874873,"[0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,7,0.08589126348117226,0.7802477493255227,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,8,0.08589126348117226,0.7802477493255227,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,9,0.21377898230856823,0.48311594250874873,"[0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,10,0.18261057871873113,0.5504228939153817,"[0.75, 0.75, 0.5, 0.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.5, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,11,0.18261057871873113,0.5504228939153817,"[0.75, 0.75, 0.5, 0.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.5, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,12,0.14491425512379746,0.6366730069126557,"[0.6, 0.6, 0.6, 0.2, 0.2, 0.2, 0.2, 0.2, 0.0, 0.6, 0.0, 0.2, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,13,0.08589126348117226,0.7802477493255227,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,14,-0.014831969307741444,0.9616438456623634,"[0.75, 0.75, 0.75, 0.5, 0.5, 0.75, 0.75, 0.5, 0.0, 0.75, 0.0, 0.5, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,15,0.04470438389678527,0.8847002037533772,"[0.8, 0.8, 0.6, 0.2, 0.4, 0.4, 0.4, 0.4, 0.0, 0.6, 0.0, 0.6, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,16,0.04470438389678527,0.8847002037533772,"[0.8, 0.8, 0.6, 0.2, 0.4, 0.4, 0.4, 0.4, 0.0, 0.6, 0.0, 0.6, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,17,-0.05611937685041635,0.8555083731572097,"[0.8, 0.8, 0.8, 0.6, 0.6, 0.8, 0.8, 0.6, 0.0, 0.8, 0.0, 0.6, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,18,0.02915076396767924,0.9246859421981979,"[0.8, 0.8, 0.6, 0.2, 0.4, 0.6, 0.6, 0.4, 0.0, 0.6, 0.0, 0.6, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,19,-0.04510358230357939,0.8836768549262357,"[1.0, 1.0, 0.6, 0.2, 0.6, 0.6, 0.6, 0.6, 0.0, 0.6, 0.0, 1.0, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,20,0.016964326144151054,0.9561339336708322,"[0.8571428571428571, 0.8571428571428571, 0.5714285714285714, 0.1428571428571428, 0.4285714285714285, 0.5714285714285714, 0.5714285714285714, 0.4285714285714285, 0.0, 0.5714285714285714, 0.0, 0.7142857142857143, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,21,-0.08071385358023744,0.7932278766946175,"[1.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 0.6666666666666666, 0.0, 0.6666666666666666, 0.0, 1.0, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,22,-0.018343492929932537,0.9525711714515235,"[1.0, 1.0, 0.5, 0.0, 0.5, 0.6666666666666666, 0.6666666666666666, 0.5, 0.0, 0.5, 0.0, 1.0, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,23,-0.015873664992436004,0.9589519419518516,"[1.0, 1.0, 0.5, 0.0, 0.5, 0.625, 0.625, 0.5, 0.0, 0.5, 0.0, 1.0, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,24,-0.035153495753948966,0.9092297930980037,"[1.0, 1.0, 0.5555555555555556, 0.1111111111111111, 0.5555555555555556, 0.6666666666666666, 0.6666666666666666, 0.5555555555555556, 0.0, 0.5555555555555556, 0.0, 1.0, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,25,-0.041491480920270885,0.8929423835911645,"[1.0, 1.0, 0.5555555555555556, 0.1111111111111111, 0.5555555555555556, 0.7777777777777778, 0.7777777777777778, 0.5555555555555556, 0.0, 0.5555555555555556, 0.0, 1.0, 1.0]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,26,-0.10353194176287661,0.7364313224189557,"[0.9, 0.9, 0.5, 0.2, 0.6, 0.8, 0.8, 0.6, 0.0, 0.5, 0.0, 1.0, 0.8]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,27,-0.07368162161416188,0.8109364404417957,"[0.8333333333333334, 0.8333333333333334, 0.3333333333333333, 0.0, 0.5, 0.5833333333333334, 0.5833333333333334, 0.5, 0.0833333333333333, 0.3333333333333333, 0.0833333333333333, 1.0, 0.6666666666666666]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,28,-0.05275578508751194,0.8640941750945756,"[0.9166666666666666, 0.9166666666666666, 0.4166666666666667, 0.0, 0.5, 0.6666666666666666, 0.6666666666666666, 0.5, 0.0, 0.4166666666666667, 0.0, 1.0, 0.8333333333333334]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,29,-0.10121050265954543,0.7421585820332687,"[0.8461538461538461, 0.8461538461538461, 0.3846153846153846, 0.0769230769230769, 0.5384615384615384, 0.6923076923076923, 0.6923076923076923, 0.5384615384615384, 0.0, 0.3846153846153846, 0.0, 1.0, 0.6923076923076923]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,30,-0.11776487496750099,0.7016000907900016,"[0.8, 0.8, 0.3333333333333333, 0.0666666666666666, 0.5333333333333333, 0.6, 0.6, 0.5333333333333333, 0.0, 0.3333333333333333, 0.0, 1.0, 0.6]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,31,-0.12065338026223577,0.6945939366659541,"[0.8, 0.8, 0.3333333333333333, 0.0666666666666666, 0.5333333333333333, 0.6666666666666666, 0.6666666666666666, 0.5333333333333333, 0.0, 0.3333333333333333, 0.0, 1.0, 0.6]",numbered_rankings,Method B
Experimental_methods ,all_ranges,False,False,False,normed_values_only_modulations,32,-0.08976228159131709,0.7705767977984708,"[0.8125, 0.8125, 0.3125, 0.0, 0.5, 0.625, 0.625, 0.5, 0.0625, 0.3125, 0.0625, 1.0, 0.625]",numbered_rankings,Method B
Experimental_methods ,start_from_0.5,True,True,True,normed_values_normed_weighted_modulations,2,0.07324631615946797,0.8120354403318856,"[0.2560975609756097, 0.2560975609756097, 0.1280487804878048, 0.5670731707317074, 0.2560975609756097, 0.4512195121951219, 0.4512195121951219, 0.2560975609756097, 0.8719512195121949, 0.1280487804878048, 0.8719512195121949, 1.0, 0.0]",numbered_rankings,Method E
Experimental_methods ,start_from_0.5,True,True,True,normed_values_normed_weighted_modulations,3,0.20996271096816235,0.4911448953320357,"[0.1150793650793649, 0.1150793650793649, 0.0861678004535148, 0.3633786848072563, 0.1904761904761904, 0.1865079365079363, 0.1865079365079363, 0.1904761904761904, 0.8917233560090703, 0.0861678004535148, 0.8917233560090703, 1.0, 0.0]",numbered_rankings,Method E
Experimental_methods ,start_from_0.5,True,True,True,normed_values_normed_weighted_modulations,4,0.1854131109700302,0.5442140789619899,"[0.1504856708177582, 0.1504856708177582, 0.0805813094774354, 0.3565801102257572, 0.1928915140125153, 0.24300751051541, 0.24300751051541, 0.1928915140125153, 0.8711060817869701, 0.0805813094774354, 0.8711060817869705, 1.0, 0.0]",numbered_rankings,Method E
Experimental_methods ,start_from_0.5,True,True,True,normed_values_normed_weighted_modulations,5,0.10045545883413953,0.744024015304467,"[0.2275103234240878, 0.227510323424088, 0.1021543118150023, 0.4941999052315459, 0.284220596317105, 0.4148382903950708, 0.4148382903950709, 0.284220596317105, 0.8344277297034967, 0.1021543118150023, 0.8344277297034967, 1.0, 0.0]",numbered_rankings,Method E
