method,r_names_used,distributive,weights_on_harmonics,weights_on_regions,cap,normed_column,harmonics_considered,correlation,p_value,final_ranking_correlate,compared_with,cleaned_method_name
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,5,0.1514612145673537,0.6213473626674695,"[0.1808601326467923, 0.1735513567658127, 0.2676129968277498, 0.301980139578261, 0.2516524721197815, 0.4276427635802263, 0.3256375690957849, 0.2689408420146421, 0.8687163699655477, 0.194753978010877, 1.0, 0.8907684920959201, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,6,0.2026511988032874,0.506696575327004,"[0.1196091155956828, 0.1099958064665707, 0.2275687895292595, 0.2297542277049188, 0.2137488307314146, 0.3654407572295385, 0.2582489697392453, 0.2361458911520428, 0.8632340534733348, 0.146218568204927, 1.0, 0.8806686110477655, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,7,0.1807544467279608,0.5545513705993644,"[0.1531361691110929, 0.1184140144662799, 0.2661971989984862, 0.2814467299562943, 0.2257959571274514, 0.4040207219956841, 0.3072352931767332, 0.2513254606072181, 0.8681968434889431, 0.2076113216327408, 1.0, 0.8736484750390697, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,8,0.1907193759911475,0.5325408612286299,"[0.1566384185301677, 0.1185154124029978, 0.2419679910969839, 0.1863438235841324, 0.1857034054521183, 0.3620353010753598, 0.2666175758076713, 0.2118267519491015, 0.8699712432990022, 0.1820677542557618, 1.0, 0.8712308430788686, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,9,0.2072357082404265,0.4969194538035771,"[0.1307407958420343, 0.0924241593396232, 0.2569368863203032, 0.2041017916457232, 0.200030924790066, 0.3133658877096515, 0.2171067943145267, 0.2135098612186838, 0.8767433813260748, 0.1937368554587243, 1.0, 0.8747096311729929, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,10,0.2076492565786799,0.4960417592846622,"[0.1369919164904735, 0.0962458115148515, 0.2469386718445899, 0.1790030990619307, 0.20315401111643, 0.3091489178638019, 0.2130582553945592, 0.2199300718743168, 0.8810998680544948, 0.1815992273191462, 1.0, 0.8871121759335949, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,11,0.2067827928178289,0.4978815109343133,"[0.1360517916689321, 0.0928388887495416, 0.2520045912201857, 0.1911951976859788, 0.1971380555382079, 0.3108717248921689, 0.2165149332414651, 0.2164432536496226, 0.8788895473919303, 0.1823811140535357, 1.0, 0.8833228318381693, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,12,0.218336068764317,0.4736090870032699,"[0.1299995280727534, 0.0755413636901627, 0.2318519126934436, 0.1640400640918062, 0.1794583045436849, 0.281422206644479, 0.1853694740944271, 0.1979363709257814, 0.8792719937791523, 0.1768828452265282, 1.0, 0.884637648807648, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,13,0.2242660352123019,0.4613715685385677,"[0.1157548154630037, 0.0591702759322261, 0.2436900339730037, 0.1665486045939743, 0.1536148915005705, 0.2864271434494549, 0.1902332076058508, 0.1721948867918508, 0.8774675920129854, 0.1844431415529795, 1.0, 0.8645461646042328, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,14,0.2213396410708593,0.4673916979170515,"[0.1197681327567954, 0.0625510171279466, 0.2485151425441035, 0.158837609601207, 0.1484722916660298, 0.3015880015467028, 0.1884100628225182, 0.1678313170657566, 0.8785823994225977, 0.1877288613791633, 1.0, 0.8598158053570487, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,15,0.2260284411592384,0.4577639652611369,"[0.1144966495112516, 0.0577484921485373, 0.2517510791467287, 0.1598237673809077, 0.1532909966739281, 0.2887633609647856, 0.1764393220345312, 0.1737566936078427, 0.8794278279178666, 0.1909845352505715, 1.0, 0.8696062971545833, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,16,0.2264680188424469,0.4568662773545816,"[0.1148181572241841, 0.0737831875727956, 0.2329096036374907, 0.1115792489695533, 0.1535737217577437, 0.2797991271751875, 0.1680238991551353, 0.1560185196177039, 0.8865189471312539, 0.1730041288992232, 1.0, 0.8792124318433969, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,17,0.2272721823385756,0.4552262406870303,"[0.1238702978530835, 0.0649144970282147, 0.2267035722322578, 0.1020359870486019, 0.1464119504395885, 0.2805165101817179, 0.1671230016313253, 0.1498884951386864, 0.88504842742991, 0.1828325695337035, 1.0, 0.8805202435963576, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,18,0.2376411960830242,0.4343360988491653,"[0.1076259313747566, 0.0482842473651719, 0.230830549772878, 0.1026299486313709, 0.144124913772682, 0.2525601217209344, 0.143858359861191, 0.1573434752830927, 0.8849361824656786, 0.1766477675714731, 1.0, 0.8811669290667342, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,19,0.2274976538516852,0.4547669167794148,"[0.1172830867590009, 0.0598545566069481, 0.2462162378158648, 0.1418316911455806, 0.1519419890600191, 0.2688642254488944, 0.1624633206180449, 0.1634430087246988, 0.8852391570287792, 0.1940473842870384, 1.0, 0.8767971400801964, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,20,0.2332670233507267,0.4430901548133334,"[0.1125942676564638, 0.0544359511104612, 0.231347724513548, 0.1131862020472808, 0.1420485993526588, 0.255471207531486, 0.1480683767077479, 0.1537511897650446, 0.8850809779576552, 0.1794803696312834, 1.0, 0.8772347282182084, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,21,0.2393661951486294,0.4309075441163786,"[0.1025118449819384, 0.0444122491915747, 0.2298931122228669, 0.11503141309094, 0.1416822499466394, 0.2453652541908396, 0.1377028524010176, 0.154028163661479, 0.8849480188470361, 0.1774545062876713, 1.0, 0.8763777124947028, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,22,0.2385535621539541,0.4325210312472993,"[0.1032414371269928, 0.0466421347611425, 0.2265428602817862, 0.1228517769126498, 0.1454343846295635, 0.2478521493412472, 0.1458638739177114, 0.1605671050138444, 0.8832268474166401, 0.1691156676655791, 1.0, 0.8855506106794643, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,23,0.2379816273049035,0.4336584026180597,"[0.1052090095059998, 0.0483567947257519, 0.2300077944113518, 0.1154383098070648, 0.145630704952258, 0.2512445292304755, 0.1462004964829467, 0.1612017010376934, 0.8838683647307638, 0.1722033191532826, 1.0, 0.886711035744602, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,24,0.2388551580281117,0.4319218620683529,"[0.1054200096603461, 0.0493325907982112, 0.2257402470257274, 0.1090558309256831, 0.1535454154475532, 0.2505478441813416, 0.1450659529196818, 0.1687381335109873, 0.8855929979652399, 0.1697580664085235, 1.0, 0.8903018194950159, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,25,0.2431130299694107,0.4235069948509666,"[0.0980089107547285, 0.0413467700304333, 0.2290531099632324, 0.1010089442487948, 0.1465120670174506, 0.2526398988436378, 0.1465565805463658, 0.1616093605441091, 0.885254762620515, 0.1720383544055646, 1.0, 0.8840249011955073, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,26,0.2469933439872076,0.4159104843736248,"[0.0906065372576336, 0.033463298083547, 0.2299781846458896, 0.0980989620477381, 0.1374756455798031, 0.2452422422703985, 0.1393814216890903, 0.1543999751228258, 0.8845373313538857, 0.1699216685826404, 1.0, 0.8765662906029864, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,27,0.2453647174707483,0.4190904302500052,"[0.093930878382483, 0.0363249310295065, 0.2316461886855256, 0.1110122535512862, 0.1410667946192134, 0.2424782058906459, 0.1347489665973967, 0.1579115411130938, 0.8848185715423026, 0.1734387015044817, 1.0, 0.8870255544452538, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,28,0.2474397873433841,0.4150409243962345,"[0.0914621476757532, 0.037374663527804, 0.2229441468578323, 0.0928100689002839, 0.1349595026687914, 0.2274935614824509, 0.1188834031869735, 0.1478212448546625, 0.8832132318017257, 0.1651644416221777, 1.0, 0.8858470593058447, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,29,0.2429320652487986,0.4238629556951457,"[0.0976456512513725, 0.0444161362522278, 0.2263233756468326, 0.1076786278507277, 0.1476392091882466, 0.2316476704947983, 0.1244877287842168, 0.1607773001084932, 0.8848445793654077, 0.1698044093050899, 1.0, 0.8876494972435006, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,30,0.242727215927491,0.4242660786185923,"[0.0971148477276097, 0.0442546305257569, 0.2327956780523839, 0.1131771910401073, 0.1450306031010046, 0.2289890921980997, 0.1236347381430894, 0.1595399048672023, 0.8858754988794727, 0.1745243935248983, 1.0, 0.8889505516375239, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,31,0.244149328347286,0.4214714637512585,"[0.0935652502227283, 0.0400297152396418, 0.2353763403841799, 0.1158280026679132, 0.140375163283572, 0.2336978374518043, 0.127337098083544, 0.1547890750749674, 0.8850923276919818, 0.1776213684512836, 1.0, 0.8836610920213777, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,True,170,normed_values_normed_weighted_modulations,32,0.249379806265184,0.41127295465976,"[0.0882246712559877, 0.0338492674147798, 0.2216007815112661, 0.0931225546106439, 0.1289143298978091, 0.2319376244498361, 0.1206934632174901, 0.1427822257948735, 0.8843565151106302, 0.1656153551837608, 1.0, 0.8852599464719155, 0.0]",numbered_rankings,Method E
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,2,-0.0491156842887107,0.8734012634889435,"[1.0, 1.0, 0.0, 0.0, 0.7499999999999999, 0.7499999999999999, 0.7499999999999999, 0.7499999999999999, 0.2500000000000001, 0.2500000000000001, 0.5, 1.0, 0.7499999999999999]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,3,-0.0478598148459276,0.8766158389862214,"[0.7142857142857143, 1.0, 0.0, 0.0, 0.7857142857142858, 0.6428571428571428, 0.6428571428571428, 0.4999999999999998, 0.3571428571428569, 0.2142857142857141, 0.2857142857142856, 0.8571428571428567, 0.6428571428571428]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,4,-0.1130869112928106,0.7129926255762511,"[0.7142857142857145, 1.0, 0.0, 0.0, 0.6785714285714285, 0.7499999999999996, 0.5357142857142857, 0.3928571428571429, 0.3571428571428569, 0.2142857142857143, 0.2857142857142857, 0.8571428571428572, 0.5357142857142857]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,5,-0.146068353158477,0.6339615086715078,"[0.7142857142857142, 1.0, 0.0, 0.0, 0.6785714285714286, 0.8357142857142852, 0.4499999999999998, 0.3928571428571429, 0.2714285714285715, 0.2142857142857142, 0.2, 0.7714285714285711, 0.5357142857142856]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,6,-0.1029191065705794,0.7379420533043852,"[0.7647058823529419, 1.0, 0.0588235294117645, 0.0, 0.676470588235294, 0.8058823529411768, 0.4882352941176473, 0.4411764705882352, 0.3411764705882349, 0.2352941176470591, 0.2823529411764707, 0.8117647058823527, 0.6176470588235295]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,7,-0.1454360278423696,0.6354466083957973,"[0.805309734513274, 1.0, 0.0088495575221238, 0.0, 0.65929203539823, 0.8486725663716813, 0.5141592920353981, 0.4115044247787613, 0.3592920353982302, 0.2477876106194687, 0.2973451327433622, 0.854867256637168, 0.5442477876106193]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,8,-0.1371543869570698,0.655011372802313,"[0.8139534883720929, 1.0, 0.0528541226215646, 0.0, 0.6744186046511629, 0.8553911205073996, 0.535729386892178, 0.4376321353065541, 0.3877378435517972, 0.2811839323467231, 0.3285412262156448, 0.8613107822410146, 0.5644820295983088]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,9,-0.1437175432194352,0.6394890300796205,"[0.813953488372093, 1.0, 0.052854122621565, 0.0, 0.6744186046511629, 0.8553911205073994, 0.5357293868921781, 0.3981677237491188, 0.3877378435517972, 0.281183932346723, 0.2890768146582105, 0.8613107822410149, 0.5644820295983088]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,10,-0.1217313466477253,0.6919849769424172,"[0.8318685517768438, 1.0, 0.1119602598395108, 0.0, 0.6736721436759647, 0.837218188765762, 0.5483377913641572, 0.4240224175264294, 0.4466946885747037, 0.3183034008406573, 0.3254362501592151, 0.8746656476881925, 0.6064195643867024]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,11,-0.1235271822200907,0.6876455398291139,"[0.8318685517768443, 1.0, 0.0827804217181367, 0.0, 0.6736721436759651, 0.8372181887657622, 0.5483377913641577, 0.4240224175264298, 0.4175148504533296, 0.2891235627192831, 0.2962564120378411, 0.8746656476881925, 0.6064195643867025]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,12,-0.1566959181051162,0.6091935606759769,"[0.8547310561444837, 1.0, 0.0575721883142379, 0.0, 0.6647035728307815, 0.8602277188849626, 0.5634079308990972, 0.4081926449417616, 0.4015062283613521, 0.2970696362922514, 0.2769152062438282, 0.8712210443659213, 0.5681193561052224]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,13,-0.1566959181051169,0.6091935606759759,"[0.8547310561444841, 1.0, 0.0575721883142378, 0.0, 0.6647035728307816, 0.8602277188849626, 0.5634079308990974, 0.4081926449417614, 0.4015062283613523, 0.2970696362922513, 0.2769152062438283, 0.8712210443659205, 0.5681193561052218]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,14,-0.1427787737390746,0.6417011994907107,"[0.861267341582302, 1.0, 0.0774789514946994, 0.0, 0.6572928383952007, 0.8665166854143235, 0.538057742782152, 0.412323459567554, 0.428435081978389, 0.3062003613184714, 0.309449955119246, 0.8770153730783651, 0.5875515560554935]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,15,-0.1547685491620891,0.6136579528544528,"[0.8641204553800953, 1.0, 0.0964511067338833, 0.0, 0.6437752478883584, 0.8692618435549027, 0.5475578406169668, 0.4038437997306893, 0.4196240777217639, 0.3204687343504821, 0.3030859457594678, 0.8795446199045168, 0.5754682335659203]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,16,-0.149438666150262,0.6260672653842138,"[0.8288596649252383, 1.0, 0.07571117407183, 0.0, 0.650513421005224, 0.8528193118357054, 0.5372005044136189, 0.3772893772893774, 0.4116866739817562, 0.2954913938520496, 0.2595218988661612, 0.8818230949378486, 0.5645829580255808]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,17,-0.1453333677648146,0.6356878378375848,"[0.8644653321606066, 1.0, 0.0757111740718297, 0.0, 0.6683162546229081, 0.8706221454533891, 0.5550033380313031, 0.3950922109070613, 0.4294895075994395, 0.3310970610874178, 0.2773247324838448, 0.899625928555533, 0.5823857916432646]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,18,-0.1419464578900861,0.6436647957266476,"[0.8667065007069383, 1.0, 0.0909949909536514, 0.0, 0.6572651383827612, 0.8562257478435767, 0.5623616954015997, 0.4050948200694083, 0.4389233313679488, 0.3256221200194157, 0.2892747162377295, 0.9012856899684224, 0.5892913593713628]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,19,-0.1430688404230074,0.6410173782660805,"[0.8667065007069381, 1.0, 0.0909949909536513, 0.0, 0.6572651383827613, 0.8562257478435772, 0.5623616954016001, 0.4050948200694083, 0.4232578758730726, 0.3256221200194159, 0.2892747162377296, 0.9012856899684224, 0.5892913593713635]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,20,-0.143068840423008,0.6410173782660786,"[0.8667065007069386, 1.0, 0.0909949909536514, 0.0, 0.657265138382761, 0.8562257478435772, 0.5623616954016, 0.4050948200694081, 0.4232578758730722, 0.3256221200194161, 0.289274716237729, 0.901285689968422, 0.5892913593713631]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,21,-0.1436476092403269,0.6396537321516602,"[0.8667065007069383, 1.0, 0.0768214836011447, 0.0, 0.6572651383827611, 0.8562257478435771, 0.5623616954016003, 0.4050948200694082, 0.4090843685205655, 0.3114486126669087, 0.2751012088852227, 0.9012856899684218, 0.5892913593713631]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,22,-0.1438482473937773,0.6391812484240382,"[0.8551371306800742, 1.0, 0.0757960197687291, 0.0, 0.6618401893739805, 0.8447962818187456, 0.5682035801453953, 0.3996873472218805, 0.4169723001210175, 0.307291191162215, 0.2714289764999399, 0.9026033936879282, 0.5814251096263339]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,23,-0.151007947288194,0.6224039749256532,"[0.8551371306800738, 1.0, 0.0757960197687295, 0.0, 0.649071906305015, 0.8575645648877118, 0.555435297076429, 0.3869190641529137, 0.4169723001210183, 0.307291191162215, 0.2714289764999399, 0.902603393687929, 0.5686568265573679]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,24,-0.1487324245995463,0.6277184852933771,"[0.8568882844540433, 1.0, 0.0869681254677037, 0.0, 0.6533140496406439, 0.8592863749755192, 0.5608093529746224, 0.3943302040785355, 0.4240201458648203, 0.3156649010752696, 0.2802362015907869, 0.9037807584296036, 0.5738710559150758]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,25,-0.1487324245995464,0.6277184852933773,"[0.8568882844540436, 1.0, 0.0869681254677041, 0.0, 0.6533140496406439, 0.85928637497552, 0.5608093529746225, 0.3943302040785355, 0.4240201458648203, 0.3156649010752697, 0.2802362015907865, 0.9037807584296036, 0.5738710559150759]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,26,-0.1448046683193029,0.6369306932109797,"[0.8600123829061785, 1.0, 0.0959845238456182, 0.0, 0.6499672363951611, 0.8514432294744507, 0.570396791817977, 0.4075518474969313, 0.4256787699948695, 0.3087740031143255, 0.2850335987837877, 0.9058812041024746, 0.5831733605485379]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,27,-0.1491955135062418,0.6266355849445702,"[0.8600123829061783, 1.0, 0.0854738850394944, 0.0, 0.6499672363951607, 0.8514432294744508, 0.5703967918179772, 0.4075518474969314, 0.4256787699948691, 0.3087740031143253, 0.2850335987837873, 0.9058812041024752, 0.5726627217424142]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,28,-0.1460447745315216,0.6340168635955274,"[0.8413498257906672, 1.0, 0.0846162771675824, 0.0, 0.6534793132518049, 0.8429002175855439, 0.5646736779271039, 0.3934290830527976, 0.4314412599955407, 0.3056758987566, 0.2721401292816207, 0.9068255512585603, 0.5669168724939575]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,29,-0.1500650145465255,0.6246041801859882,"[0.8413498257906671, 1.0, 0.0846162771675821, 0.0, 0.6534793132518049, 0.8429002175855432, 0.5646736779271032, 0.3934290830527974, 0.4217536789725049, 0.3056758987565997, 0.2624525482585853, 0.8971379702355254, 0.5669168724939575]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,30,-0.1481138853924563,0.6291659658829316,"[0.8428217469500988, 1.0, 0.0931090044989605, 0.0, 0.6474164769944906, 0.8350799761534992, 0.5687125390749697, 0.3990567136041007, 0.4271185201995962, 0.3028399055057245, 0.2692953500753043, 0.8980923013534517, 0.5709349217797246]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,31,-0.1501312953515076,0.6244494290424168,"[0.8442204132262199, 1.0, 0.0833818655910582, 0.0, 0.6416553772532276, 0.8365475333450024, 0.5725503933277369, 0.39550566785351, 0.4233177636794141, 0.3001450545662609, 0.2668989986898033, 0.8989991371186307, 0.5658544007441584]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,True,False,170,normed_values_only_modulations,32,-0.1481082555230333,0.6291791462898054,"[0.8442204132262202, 1.0, 0.0747613476205289, 0.0, 0.6416553772532281, 0.8451680513155315, 0.5639298753572076, 0.3955056678535095, 0.423317763679414, 0.3001450545662606, 0.2668989986898033, 0.8989991371186311, 0.5658544007441583]",numbered_rankings,Method D
Experimental_methods ,all_ranges,all_modulations_weight,False,True,170,normed_values_normed_weighted_modulations,2,0.0690332287720285,0.8226881848527321,"[0.2845528455284553, 0.2845528455284553, 0.2845528455284553, 0.4065040650406504, 0.3414634146341463, 0.4878048780487805, 0.4878048780487805, 0.3414634146341463, 0.945121951219512, 0.2134146341463414, 1.0, 0.975609756097561, 0.0]",numbered_rankings,Method C
Experimental_methods ,all_ranges,all_modulations_weight,False,True,170,normed_values_normed_weighted_modulations,3,0.2399331807749994,0.4297835637530164,"[0.0, 0.0287390029325513, 0.4995112414467254, 0.5816226783968721, 0.3170413815575106, 0.3900293255131966, 0.3900293255131966, 0.3665689149560118, 0.7595307917888564, 0.3665689149560118, 1.0, 0.754969045291626, 0.06158357771261]",numbered_rankings,Method C
Experimental_methods ,all_ranges,all_modulations_weight,False,True,170,normed_values_normed_weighted_modulations,4,0.244314479430615,0.4211475230946363,"[0.0537190082644626, 0.0139860139860137, 0.2878787878787877, 0.1868686868686868, 0.0537190082644626, 0.2689393939393938, 0.1363636363636362, 0.111111111111111, 0.7561983471074377, 0.1590909090909089, 1.0, 0.799242424242424, 0.0]",numbered_rankings,Method C
Experimental_methods ,all_ranges,all_modulations_weight,False,True,170,normed_values_normed_weighted_modulations,5,0.2122653567179795,0.4862930967853594,"[0.0967993754879, 0.0232240437158469, 0.2896174863387977, 0.3369763205828781, 0.1576893052302886, 0.413934426229508, 0.1712204007285974, 0.2659380692167578, 0.7431693989071038, 0.1530054644808741, 1.0, 0.847775175644028, 0.0]",numbered_rankings,Method C
Experimental_methods ,all_ranges,all_modulations_weight,False,True,170,normed_values_normed_weighted_modulations,6,0.389653504200815,0.1881362959879747,"[0.0656972901520159, 0.0, 0.3496974935177183, 0.3132958801498129, 0.2261235955056181, 0.338202247191011, 0.1033707865168538, 0.3382022471910114, 0.7665917602996257, 0.2101123595505617, 1.0, 0.8392597488433577, 0.2261235955056181]",numbered_rankings,Method C
Experimental_methods ,all_ranges,all_modulations_weight,False,True,170,normed_values_normed_weighted_modulations,7,0.3537614238276546,0.2356931575787878,"[0.1483221476510066, 0.0, 0.4563758389261743, 0.4335570469798654, 0.2472035794183443, 0.4563758389261743, 0.2751677852348994, 0.3708053691275169, 0.7796420581655482, 0.3758389261744967, 1.0, 0.7986577181208053, 0.2348993288590606]",numbered_rankings,Method C
Experimental_methods ,all_ranges,all_modulations_weight,False,True,170,normed_values_normed_weighted_modulations,8,0.3608820545364826,0.2257312593598585,"[0.183066361556064, 0.0338084795321636, 0.3082358674463937, 0.0, 0.0626566416040101, 0.2668128654970757, 0.086622807017544, 0.171975992613112, 0.7905179615705932, 0.2357456140350879, 1.0, 0.799008390541571, 0.2357456140350879]",numbered_rankings,Method C
Experimental_methods ,all_ranges,all_modulations_weight,False,True,170,normed_values_normed_weighted_modulations,9,0.3970753568575014,0.1791255341110207,"[0.1840696117804548, 0.0649015816351826, 0.4340536750175303, 0.201004016064257, 0.2687416331994642, 0.165253607020675, 0.0, 0.3211576464588511, 0.847333779562695, 0.36813922356091, 1.0, 0.8484193182988361, 0.323962516733601]",numbered_rankings,Method C
Experimental_methods ,all_ranges,all_modulations_weight,False,True,170,normed_values_normed_weighted_modulations,10,0.3864800600335046,0.1920747485748789,"[0.2311276794035415, 0.1055341055341054, 0.4082591908678867, 0.1505791505791507, 0.3243243243243246, 0.1645586473172675, 0.0, 0.391472217559174, 0.8677248677248675, 0.33976833976834, 1.0, 0.9101318066835306, 0.339174339174339]",numbered_rankings,Method C
Experimental_methods ,all_ranges,all_modulations_weight,False,True,170,normed_values_normed_weighted_modulations,11,0.3957922575263206,0.1806633119072258,"[0.2345146871008934, 0.0940825883354615, 0.4535887611749684, 0.1884057971014487, 0.2971330426740655, 0.1618773946360152, 0.0, 0.3742017879948911, 0.8581935086096796, 0.3695662456837425, 1.0, 0.8882503192848019, 0.3612542387809925]",numbered_rankings,Method C
Experimental_methods ,all_ranges,all_modulations_weight,False,True,170,normed_values_normed_weighted_modulations,12,0.4470104798190312,0.1256594935384065,"[0.3254493850520341, 0.1729422894985809, 0.4449350012263914, 0.1630157921548652, 0.3311258278145693, 0.1494796594134344, 0.0, 0.3841059602649005, 0.8874172185430467, 0.4251655629139067, 1.0, 0.9154655239579274, 0.520971302428256]",numbered_rankings,Method C
