method,r_names_used,distributive,weights_on_harmonics,weights_on_regions,normed_column,harmonics_considered,correlation,p_value,final_ranking_correlate,cleaned_method_name
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,4,-0.2077906934428245,0.4957417432565696,"[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.5, 1.0, 0.0, 0.5, 0.0, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,4,0.9058995776301202,2.0070248790427285e-05,"[0.0, 0.0, 0.1149425287356322, 0.19540229885057472, 0.27586206896551724, 0.3563218390804598, 0.27586206896551724, 0.5172413793103449, 1.0, 0.632183908045977, 0.7011494252873564, 0.6666666666666667, 0.8505747126436782]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,4,0.9250114891112964,5.978671839695819e-06,"[0.0, 0.0, 0.1149425287356322, 0.19540229885057475, 0.2758620689655173, 0.4157088122605364, 0.2758620689655173, 0.557029177718833, 1.0, 0.7375478927203066, 0.7550839964633069, 0.7777777777777779, 0.8505747126436783]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,5,0.0224280652008128,0.942024605666142,"[1.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0, 0.3333333333333333, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,5,0.8430152767767431,0.0002953797880222,"[0.0, 0.0, 0.17543859649122814, 0.2368421052631579, 0.14912280701754385, 0.2105263157894737, 0.17543859649122814, 0.5087719298245615, 1.0, 0.6842105263157895, 0.736842105263158, 0.5350877192982456, 0.736842105263158]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,5,0.8410849163720703,0.0003146836872782,"[0.0, 0.019379844961240317, 0.18023255813953493, 0.24127906976744184, 0.14119601328903653, 0.2325581395348837, 0.16611295681063126, 0.5116279069767443, 1.0, 0.7282741738066096, 0.738372093023256, 0.5722154222766219, 0.6976744186046513]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,6,-0.0154820280555658,0.9599639471351318,"[1.0, 0.0, 0.5, 0.5, 0.75, 0.0, 0.75, 0.5, 0.5, 0.0, 0.5, 0.25, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,6,0.8440212725681883,0.0002856995770135,"[0.09271523178807947, 0.0, 0.2251655629139073, 0.31125827814569534, 0.271523178807947, 0.3841059602649006, 0.29139072847682124, 0.5894039735099337, 1.0, 0.6754966887417219, 0.7350993377483444, 0.5165562913907285, 0.8013245033112583]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,6,0.8397787950551812,0.0003283036133609,"[0.0737472207969899, 0.0, 0.21959979476654695, 0.306310928681375, 0.25364023991082957, 0.4166239096972806, 0.2729604925602873, 0.586454592098512, 1.0, 0.732683427398666, 0.7331965110312982, 0.5358113372479715, 0.7398665982555157]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,7,-0.0121987509118566,0.9684501015367264,"[1.0, 0.0, 0.6, 0.8, 1.0, 0.2, 0.8, 0.8, 0.6, 0.2, 0.8, 0.2, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,7,0.8066512782803965,0.0008626030358467,"[0.2137931034482758, 0.0, 0.16551724137931031, 0.3034482758620689, 0.3310344827586206, 0.39999999999999997, 0.3034482758620689, 0.5724137931034483, 1.0, 0.5448275862068965, 0.6965517241379309, 0.496551724137931, 0.8137931034482757]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,7,0.821858704802542,0.0005671216718471,"[0.15868236152933649, 0.0, 0.13879003558718858, 0.2633451957295373, 0.2734738571037502, 0.42511438739196744, 0.2633451957295373, 0.5336205281887993, 1.0, 0.5831215048296898, 0.6583629893238433, 0.5304524656837823, 0.746144721233689]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,8,-0.0291220963279515,0.9247598196119768,"[1.0, 0.0, 0.6666666666666666, 0.8333333333333334, 1.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.8333333333333334, 0.16666666666666666, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,8,0.8074446927533561,0.0008446900196519,"[0.1927083333333334, 0.0, 0.19270833333333331, 0.28125000000000006, 0.33333333333333326, 0.35416666666666663, 0.3177083333333333, 0.5885416666666665, 1.0, 0.47916666666666663, 0.703125, 0.53125, 0.7708333333333334]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,8,0.829062056738792,0.0004586332221389,"[0.14514899853444066, 0.0, 0.1670737664875427, 0.2453765091771931, 0.2844357596482656, 0.3813059762253703, 0.28222485867820496, 0.5559554549714363, 1.0, 0.5188731476958149, 0.6717645534031884, 0.5761928024751669, 0.717772349780166]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,9,-0.0080074343502175,0.9792875650926648,"[1.0, 0.0, 0.625, 0.75, 0.875, 0.25, 0.75, 0.75, 0.75, 0.25, 0.75, 0.125, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,9,0.7964672920685967,0.0011202358392293,"[0.21782178217821793, 0.0, 0.16831683168316833, 0.26732673267326734, 0.4702970297029703, 0.3712871287128713, 0.4702970297029703, 0.6287128712871287, 1.0, 0.47524752475247534, 0.683168316831683, 0.4900990099009902, 0.900990099009901]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,9,0.8406231977929761,0.0003194460882812,"[0.15443641622842233, 0.0, 0.1357738207993938, 0.22902064784997156, 0.4268907845449711, 0.39946594085137055, 0.44260276567531714, 0.609301003978026, 1.0, 0.5165385522909377, 0.666603523394582, 0.5522775552729142, 0.8505007862840782]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,10,0.0888246733498353,0.7729164747377439,"[0.9, 0.0, 0.6, 0.7, 0.9, 0.3, 0.8, 0.8, 0.7, 0.3, 0.8, 0.2, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,10,0.7693153306273985,0.0021083483543676,"[0.29257641921397376, 0.0, 0.16157205240174669, 0.31004366812227063, 0.4716157205240173, 0.31441048034934493, 0.4410480349344977, 0.6113537117903928, 1.0, 0.5502183406113536, 0.7205240174672487, 0.445414847161572, 0.8689956331877726]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,10,0.8091979268460958,0.0008061457777461,"[0.22738572020439163, 0.0, 0.12186502658945533, 0.26902361552271775, 0.41207778803451084, 0.32520172825379284, 0.39399898724853827, 0.5720241218984484, 1.0, 0.5893049499871761, 0.6861427979560831, 0.4878740025098623, 0.8031663130406395]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,11,0.0905522415780554,0.7686069429772435,"[0.9090909090909091, 0.0, 0.5454545454545454, 0.7272727272727273, 0.9090909090909091, 0.2727272727272727, 0.7272727272727273, 0.8181818181818182, 0.7272727272727273, 0.2727272727272727, 0.8181818181818182, 0.18181818181818182, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,11,0.741706192475949,0.0037050113923805,"[0.3820754716981133, 0.0, 0.19339622641509424, 0.3207547169811321, 0.5566037735849058, 0.29245283018867924, 0.4764150943396227, 0.679245283018868, 1.0, 0.5330188679245284, 0.8443396226415095, 0.4669811320754718, 0.9198113207547168]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,11,0.8047322157254635,0.0009071682471779,"[0.297391679151009, 0.0, 0.1466699057173622, 0.25971058644325984, 0.48342442021040666, 0.3020005984114896, 0.4293602437166795, 0.6320830159939073, 1.0, 0.5797927320204549, 0.8100152322924601, 0.5216486662568018, 0.8502433855425675]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,12,0.0664477193312642,0.8292396135229435,"[0.9230769230769231, 0.0, 0.5384615384615384, 0.7692307692307693, 0.9230769230769231, 0.23076923076923078, 0.6923076923076923, 0.7692307692307693, 0.6923076923076923, 0.23076923076923078, 0.7692307692307693, 0.23076923076923078, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,12,0.7109293216904718,0.0064458044732597,"[0.3654618473895583, 0.0, 0.2449799196787149, 0.3815261044176708, 0.6626506024096387, 0.3855421686746988, 0.5140562248995983, 0.7269076305220885, 1.0, 0.4939759036144578, 0.8433734939759034, 0.4497991967871485, 0.9718875502008031]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,12,0.7758455279388677,0.0018250009891509,"[0.2782680847853965, 0.0, 0.20526763292666048, 0.3187564846481959, 0.5908576601040961, 0.41344195519348276, 0.47427019687712146, 0.6888905967797719, 1.0, 0.5378633586372895, 0.813703262498559, 0.487173157234257, 0.8989517741362881]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,13,0.0903361597681572,0.7691456409177141,"[0.875, 0.0, 0.625, 0.8125, 0.875, 0.3125, 0.6875, 0.8125, 0.75, 0.25, 0.8125, 0.25, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,13,0.7072023870359163,0.0068613797344215,"[0.41666666666666674, 0.0, 0.29347826086956535, 0.40579710144927555, 0.644927536231884, 0.3586956521739131, 0.4782608695652176, 0.7173913043478262, 0.9528985507246378, 0.5326086956521742, 0.8695652173913045, 0.44202898550724656, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,13,0.7847506106475772,0.0014875475789838,"[0.3498891555250828, 0.0, 0.2532707005858128, 0.34938587663714016, 0.6119968003656725, 0.3943628117377718, 0.45918592910224815, 0.7100690796627851, 1.0, 0.6248398940742178, 0.8862166904427513, 0.5117844917102644, 0.9855845496172766]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,14,0.0784982282028449,0.7987978215552239,"[0.8888888888888888, 0.0, 0.6666666666666666, 0.8333333333333334, 0.8888888888888888, 0.3333333333333333, 0.7222222222222222, 0.8333333333333334, 0.7222222222222222, 0.2777777777777778, 0.8888888888888888, 0.2222222222222222, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,14,0.6552159376587312,0.015062552578854,"[0.4703832752613241, 0.0, 0.33101045296167253, 0.44947735191637633, 0.6933797909407668, 0.3693379790940768, 0.47386759581881543, 0.7038327526132406, 0.9651567944250874, 0.5017421602787456, 0.9547038327526133, 0.42857142857142855, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,14,0.7421517029135625,0.0036734539536628,"[0.38758486701088607, 0.0, 0.2734717150188023, 0.3756466853492416, 0.6416737939117491, 0.39244384369135965, 0.428299914473059, 0.6674935821567011, 1.0, 0.5687784509263272, 0.9394342551236969, 0.4922521806490253, 0.9591761815930918]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,15,0.0718432700057716,0.8155798091549014,"[0.9047619047619048, 0.0, 0.6666666666666666, 0.8095238095238095, 0.9047619047619048, 0.38095238095238093, 0.7142857142857143, 0.8571428571428571, 0.7142857142857143, 0.2857142857142857, 0.8571428571428571, 0.23809523809523808, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,15,0.5936684838469188,0.032428473347415,"[0.5401234567901234, 0.0, 0.3333333333333333, 0.5123456790123456, 0.6759259259259258, 0.35802469135802484, 0.4907407407407406, 0.7253086419753086, 0.916666666666667, 0.5061728395061728, 0.9290123456790124, 0.3672839506172838, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,15,0.6872570340844117,0.0094446621364623,"[0.4794657725012324, 0.0, 0.28456187370367586, 0.46947516630585356, 0.6419433861820848, 0.3837200358678732, 0.46680517922739945, 0.7141306408191154, 0.9890546517729969, 0.6002307571913514, 0.9593331370752796, 0.4322191214429231, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,16,0.0525391270306092,0.8646476907951887,"[0.9565217391304348, 0.0, 0.6521739130434783, 0.8260869565217391, 0.9130434782608695, 0.391304347826087, 0.6956521739130435, 0.8695652173913043, 0.7391304347826086, 0.30434782608695654, 0.8695652173913043, 0.21739130434782608, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,16,0.5666228154252234,0.0434798395810903,"[0.5988700564971754, 0.0, 0.35310734463276844, 0.497175141242938, 0.6949152542372885, 0.403954802259887, 0.4774011299435029, 0.7401129943502828, 0.9152542372881359, 0.4830508474576273, 0.9463276836158194, 0.3841807909604521, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,16,0.6681774610696593,0.0125505899830333,"[0.5357108853311148, 0.0, 0.3110917086980101, 0.44592208414824835, 0.6616681775603724, 0.43879217899617007, 0.45394228831035943, 0.7277786086311946, 0.9788263207113852, 0.5637498499859599, 0.9759836401349884, 0.4586363105910311, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,17,0.073621017383231,0.8110894266761859,"[0.9230769230769231, 0.0, 0.6538461538461539, 0.8461538461538461, 0.8846153846153846, 0.38461538461538464, 0.6538461538461539, 0.8461538461538461, 0.7307692307692307, 0.3076923076923077, 0.8846153846153846, 0.23076923076923078, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,17,0.5228295140433508,0.066766761017972,"[0.6203208556149733, 0.0, 0.36898395721925137, 0.5160427807486629, 0.7112299465240642, 0.3823529411764706, 0.4625668449197861, 0.7459893048128342, 0.8475935828877008, 0.48395721925133706, 0.9491978609625668, 0.3368983957219253, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,17,0.6257823321687264,0.0221516199509611,"[0.5621599610899343, 0.0, 0.3229393656393762, 0.45542399632993424, 0.6845402392564375, 0.41289441234581836, 0.4411253502127219, 0.7388764793586123, 0.9017064590257419, 0.5689740130852514, 0.9764837407412899, 0.3963528950649513, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,18,0.0843723222100015,0.7840505605552414,"[0.9310344827586207, 0.0, 0.6551724137931034, 0.8275862068965517, 0.896551724137931, 0.3793103448275862, 0.6551724137931034, 0.8620689655172413, 0.7586206896551724, 0.3103448275862069, 0.896551724137931, 0.2413793103448276, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,18,0.5112081095556826,0.0741837923706435,"[0.6485148514851482, 0.0, 0.36633663366336633, 0.5272277227722771, 0.7425742574257421, 0.3886138613861384, 0.502475247524752, 0.7648514851485142, 0.8341584158415838, 0.47277227722772264, 0.9529702970297028, 0.3613861386138613, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,18,0.6196603419711463,0.0238925617861142,"[0.591481117018672, 0.0, 0.3162333911034086, 0.4712078160680148, 0.7178293201568392, 0.4226184286539569, 0.489531580974388, 0.7562249724728051, 0.8765164644714032, 0.555064024083231, 0.9776760450852414, 0.4272142520914905, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,19,0.0400000886429539,0.8967717221606124,"[0.967741935483871, 0.0, 0.6774193548387096, 0.8387096774193549, 0.9032258064516129, 0.3870967741935484, 0.6451612903225806, 0.9032258064516129, 0.7419354838709677, 0.2903225806451613, 0.9032258064516129, 0.1935483870967742, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,19,0.4733210417455293,0.1023239903674108,"[0.6570048309178746, 0.0, 0.37439613526570065, 0.5314009661835747, 0.7318840579710146, 0.3961352657004831, 0.4420289855072465, 0.7705314009661836, 0.8309178743961353, 0.45410628019323684, 0.954106280193237, 0.3115942028985507, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,19,0.5928898357327146,0.0327144091642075,"[0.5846825730399684, 0.0, 0.3135878387952149, 0.46652201963255924, 0.6987241083828266, 0.42919217249881947, 0.4104034872024142, 0.747192624767308, 0.8788954048843187, 0.538247254031316, 0.977418077593594, 0.37546546772649525, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,20,0.0645515838126413,0.8340507297706486,"[0.9428571428571428, 0.0, 0.6571428571428571, 0.8285714285714286, 0.9142857142857143, 0.4, 0.6571428571428571, 0.8857142857142857, 0.7428571428571429, 0.3142857142857143, 0.9142857142857143, 0.2, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,20,0.4567963361248116,0.116602778607481,"[0.6830357142857144, 0.0, 0.3772321428571428, 0.5513392857142857, 0.7366071428571431, 0.35937500000000033, 0.4754464285714287, 0.7879464285714292, 0.8214285714285717, 0.47321428571428564, 0.9575892857142863, 0.30357142857142855, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,20,0.5725943221945606,0.040835415097773,"[0.620834978754324, 0.0, 0.3187398917423127, 0.49051223627494783, 0.6983380240080727, 0.3760276631625685, 0.4473596218148275, 0.773537308494936, 0.8682865909912687, 0.5598800708843714, 0.9787201345467726, 0.3650677972711871, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,21,0.0575157338143623,0.8519483202093954,"[0.9473684210526315, 0.0, 0.6578947368421053, 0.8421052631578947, 0.8947368421052632, 0.42105263157894735, 0.631578947368421, 0.8947368421052632, 0.7368421052631579, 0.3157894736842105, 0.9210526315789473, 0.18421052631578946, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,21,0.4117882046812084,0.1620868300117637,"[0.7261410788381742, 0.0, 0.3921161825726142, 0.5622406639004148, 0.7344398340248961, 0.3900414937759335, 0.4709543568464731, 0.7966804979253109, 0.8132780082987549, 0.43360995850622386, 0.9543568464730287, 0.2904564315352697, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,21,0.5236277453955865,0.066277267172997,"[0.6720951227851804, 0.0, 0.3357530187210136, 0.4978783059963254, 0.7009799565262275, 0.40997654198405037, 0.44822191682689055, 0.7805962753343574, 0.8601955274074793, 0.5055736219690096, 0.9722095541430209, 0.3524618087688944, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,22,0.0561125174054042,0.8555258677822459,"[0.975609756097561, 0.0, 0.6585365853658537, 0.8292682926829268, 0.9024390243902439, 0.4146341463414634, 0.6341463414634146, 0.9024390243902439, 0.7560975609756098, 0.3170731707317073, 0.926829268292683, 0.1951219512195122, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,22,0.4136703900338795,0.1599855688898727,"[0.71455938697318, 0.0, 0.38122605363984685, 0.5440613026819924, 0.7356321839080461, 0.37931034482758613, 0.45977011494252873, 0.814176245210728, 0.7758620689655172, 0.4329501915708811, 0.9655172413793102, 0.27394636015325663, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,22,0.5274281437370639,0.0639813684910511,"[0.6465662342545168, 0.0, 0.31979638515714776, 0.4772822409899596, 0.6989741571242314, 0.397006389113076, 0.43156456697054496, 0.7996776511226781, 0.8040570034115743, 0.504167685082231, 0.984279549463677, 0.3256498221862863, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,23,0.0663783241437618,0.8294155961936347,"[0.9555555555555556, 0.0, 0.6666666666666666, 0.8222222222222222, 0.9111111111111111, 0.4222222222222222, 0.6222222222222222, 0.9111111111111111, 0.7333333333333333, 0.3333333333333333, 0.9333333333333333, 0.2, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,23,0.368799209770934,0.2149618841076263,"[0.7504393673110723, 0.0, 0.3866432337434095, 0.5413005272407732, 0.7223198594024602, 0.35500878734622143, 0.4639718804920914, 0.8066783831282953, 0.7715289982425307, 0.39191564147627433, 0.9402460456942002, 0.24604569420035147, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,23,0.4674654164393342,0.1072398730877698,"[0.6977387344268561, 0.0, 0.3223470471628053, 0.47403454027673747, 0.6775361390587726, 0.36105599142299466, 0.4400329570379609, 0.7862023343798039, 0.8073156000924478, 0.44268273533732855, 0.9495829122572131, 0.285532756141857, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,24,0.0695171363890613,0.8214631724751172,"[0.9387755102040817, 0.0, 0.6530612244897959, 0.8163265306122449, 0.8979591836734694, 0.40816326530612246, 0.6122448979591837, 0.8979591836734694, 0.7142857142857143, 0.30612244897959184, 0.9183673469387755, 0.20408163265306123, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,24,0.3459110590864818,0.2469790625390461,"[0.759075907590759, 0.0, 0.4240924092409238, 0.5742574257425744, 0.7442244224422442, 0.37293729372937273, 0.4851485148514852, 0.8465346534653467, 0.7854785478547854, 0.3844884488448843, 0.9504950495049505, 0.24752475247524738, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,24,0.4379632789141924,0.1344387307774218,"[0.7138680321156037, 0.0, 0.37524350761176506, 0.5176122112411815, 0.7096641299688143, 0.39020515584643356, 0.4710024601203994, 0.8422264890643778, 0.8334035000635003, 0.44252412450263107, 0.9687887007651211, 0.2864895125692807, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,25,0.060630810402133,0.8440157325579809,"[0.9615384615384616, 0.0, 0.6538461538461539, 0.8269230769230769, 0.9038461538461539, 0.4230769230769231, 0.6153846153846154, 0.9038461538461539, 0.7307692307692307, 0.3076923076923077, 0.9423076923076923, 0.19230769230769232, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,25,0.3038780874464274,0.3127905654226792,"[0.7806451612903226, 0.0, 0.4145161290322582, 0.5838709677419357, 0.759677419354839, 0.35967741935483877, 0.4580645161290322, 0.8709677419354839, 0.7790322580645163, 0.34838709677419377, 0.9516129032258069, 0.20967741935483852, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,25,0.3887162393184069,0.1892941562818319,"[0.7289550931601407, 0.0, 0.3560618238197702, 0.5204618291774846, 0.7239308598842104, 0.3646866459106274, 0.42933851014651414, 0.8706375244663113, 0.8191128477202348, 0.392036170228436, 0.9608294710798683, 0.23702443116965913, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,26,0.0648374012199145,0.8333251729190552,"[0.9473684210526315, 0.0, 0.6666666666666666, 0.8421052631578947, 0.8947368421052632, 0.43859649122807015, 0.6140350877192983, 0.9122807017543859, 0.7368421052631579, 0.3157894736842105, 0.9473684210526315, 0.19298245614035087, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,26,0.3017976434103739,0.3162815190820451,"[0.784140969162996, 0.0, 0.41116005873715145, 0.5712187958883994, 0.7503671071953009, 0.36123348017621154, 0.4317180616740091, 0.8414096916299565, 0.7635829662261384, 0.3465491923641704, 0.9339207048458154, 0.20998531571218823, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,26,0.3851646745040624,0.1937223027548942,"[0.7389458252918417, 0.0, 0.34681973059195365, 0.4978608756315629, 0.7151784752372907, 0.36140258618536963, 0.39394940300373876, 0.8283144408434986, 0.7962582421607434, 0.38690834240393124, 0.9355855771259647, 0.2376110687260842, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,27,0.0753729419564577,0.8066694687265541,"[0.9354838709677419, 0.0, 0.6612903225806451, 0.8225806451612904, 0.8870967741935484, 0.45161290322580644, 0.5967741935483871, 0.9193548387096774, 0.7419354838709677, 0.3225806451612903, 0.9354838709677419, 0.1935483870967742, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,27,0.2856956309146216,0.3440331151925753,"[0.7937158469945356, 0.0, 0.41939890710382505, 0.5778688524590166, 0.7445355191256832, 0.3688524590163935, 0.42486338797814205, 0.8524590163934428, 0.737704918032787, 0.34562841530054667, 0.9234972677595633, 0.2008196721311474, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,27,0.361177146741048,0.2253240622628657,"[0.7554600924926269, 0.0, 0.3586501357172134, 0.5126395127125121, 0.7097408320603209, 0.3669222010983537, 0.39006867058996403, 0.8396883545529664, 0.7595394139472166, 0.38346038714961606, 0.9268376675896562, 0.22445355964129446, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,28,0.0650321338131169,0.832830907417374,"[0.9545454545454546, 0.0, 0.6818181818181818, 0.8333333333333334, 0.9090909090909091, 0.45454545454545453, 0.6060606060606061, 0.9242424242424242, 0.7424242424242424, 0.3333333333333333, 0.9545454545454546, 0.19696969696969696, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,28,0.2654818764659967,0.3806791794940917,"[0.8043758043758041, 0.0, 0.44401544401544407, 0.5971685971685969, 0.7503217503217502, 0.3745173745173745, 0.4272844272844272, 0.8610038610038608, 0.738738738738739, 0.33976833976833953, 0.9356499356499356, 0.19047619047619027, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,28,0.3384284881441674,0.2580319410312495,"[0.7615102589462016, 0.0, 0.38403405231682775, 0.5338040556126187, 0.7082594034327393, 0.37338661937753725, 0.3894056638392793, 0.8487818113895315, 0.7605523010918775, 0.3707545686073703, 0.934726456423694, 0.20803089822515694, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,29,0.0580450051651985,0.8505995986142378,"[0.9714285714285714, 0.0, 0.6857142857142857, 0.8428571428571429, 0.9, 0.44285714285714284, 0.6, 0.9285714285714286, 0.7428571428571429, 0.32857142857142857, 0.9571428571428572, 0.2, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_weighted_modulations_only,29,0.2584760023526664,0.3938399584228128,"[0.8080684596577018, 0.0, 0.4425427872860635, 0.6124694376528118, 0.7579462102689488, 0.36797066014669894, 0.4266503667481661, 0.8716381418092912, 0.718826405867971, 0.343520782396088, 0.9462102689486552, 0.1858190709046454, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_normed_weighted_modulations,29,0.3332122103012016,0.265907674247937,"[0.7585344264682198, 0.0, 0.3788867273069625, 0.5490795379009744, 0.7210554028424824, 0.36790514166164895, 0.38950401929725526, 0.8606342931291403, 0.7330518624260539, 0.3777252245215114, 0.9474405554009752, 0.1998616870158896, 1.0]",Method C
Experimental_methods ,all_ranges,True,False,True,normed_values_only_modulations,30,0.0605173757479509,0.8443043624120032,"[0.96, 0.0, 0.68, 0.84, 0.8933333333333333, 0.44, 0.6, 0.9333333333333333, 0.7333333333333333, 0.32, 0.9466666666666667, 0.2, 1.0]",Method C
