note_combination,chord_label,raw_values_per_combination,weighted_modulations_per_region_in_note_combinations,weighted_sum_per_region_normalized_tension_value,raw_t_score_summed_only_modulations,raw_t_score_summed_using_weighted_normalized_value,raw_t_score_summed_using_weighted_modulations_no_norm,normed_values_only_modulations,normed_values_weighted_modulations_only,normed_values_normed_weighted_modulations,method,harmonics_considered
"G2,F3",m7,"[[0, 0, 0, 1, 2, 1, 1, 2, 0, 1, 5, 0, 3, 1, 2]]","[[0, 0.0, 0.0, 1, 2, 0.7, 0, 2, 0, 0, 3.5, 0, 0, 0, 0]]",[0.4842105263157894],19.0,0.4842105263157894,9.2,0.3333333333333333,0.6842105263157895,0.7282741738066096,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,5
"G2,G#2",m2,"[[0, 0, 0, 5, 0, 1, 2, 2, 2, 0, 3, 2, 1, 1, 2]]","[[0, 0.0, 0.0, 5, 0, 0.7, 0, 2, 0, 0, 2.0999999999999996, 0, 0, 0, 0]]",[0.4666666666666667],21.0,0.4666666666666667,9.8,1.0,0.736842105263158,0.6976744186046513,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,5
"G2,A2",M2,"[[0, 0, 0, 0, 6, 1, 1, 1, 2, 1, 3, 0, 3, 1, 1]]","[[0, 0.0, 0.0, 0, 6, 0.7, 0, 1, 0, 0, 2.0999999999999996, 0, 0, 0, 0]]",[0.49000000000000005],20.0,0.49000000000000005,9.8,0.6666666666666666,0.736842105263158,0.738372093023256,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,5
"G2,C#3",TT,"[[0, 0, 0, 2, 1, 1, 0, 7, 0, 0, 3, 2, 1, 0, 3]]","[[0, 0.0, 0.0, 2, 1, 0.7, 0, 7, 0, 0, 2.0999999999999996, 0, 0, 0, 0]]",[0.6399999999999999],20.0,0.6399999999999999,12.799999999999999,0.6666666666666666,1.0,1.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,5
"G2,G3",8v,"[[2, 0, 0, 0, 0, 2, 1, 0, 2, 1, 0, 6, 0, 3, 1]]",,,18.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,E3",M6,"[[0, 1, 0, 0, 1, 2, 2, 0, 1, 5, 1, 1, 2, 1, 2]]",,,19.0,,,0.3333333333333333,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,F3",m7,"[[0, 0, 0, 1, 2, 1, 1, 2, 0, 1, 5, 0, 3, 1, 2]]",,,19.0,,,0.3333333333333333,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,F#3",M7,"[[0, 0, 0, 2, 1, 0, 2, 1, 2, 0, 5, 1, 1, 2, 2]]",,,19.0,,,0.3333333333333333,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,A2",M2,"[[0, 0, 0, 0, 6, 1, 1, 1, 2, 1, 3, 0, 3, 1, 1]]",,,20.0,,,0.6666666666666666,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,A#2",m3,"[[0, 0, 0, 1, 1, 5, 1, 1, 2, 2, 1, 2, 2, 1, 1]]",,,20.0,,,0.6666666666666666,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,C3",P4,"[[1, 0, 0, 1, 1, 1, 5, 0, 2, 1, 2, 1, 2, 2, 1]]",,,20.0,,,0.6666666666666666,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,C#3",TT,"[[0, 0, 0, 2, 1, 1, 0, 7, 0, 0, 3, 2, 1, 0, 3]]",,,20.0,,,0.6666666666666666,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,D3",P5,"[[1, 0, 0, 0, 2, 1, 2, 0, 5, 1, 1, 2, 1, 2, 2]]",,,20.0,,,0.6666666666666666,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,G2",U,"[[5, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 4, 0, 2, 2]]",,,21.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,G#2",m2,"[[0, 0, 0, 5, 0, 1, 2, 2, 2, 0, 3, 2, 1, 1, 2]]",,,21.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,B2",M3,"[[0, 1, 0, 1, 0, 1, 6, 0, 3, 1, 1, 2, 1, 2, 2]]",,,21.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,D#3",m6,"[[0, 0, 0, 2, 0, 1, 3, 0, 6, 0, 1, 2, 1, 2, 3]]",,,21.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,5
"G2,G2",U,"[[0, 0]]",,,0.0,,,0.0,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,G3",8v,"[[0, 0]]",,,0.0,,,0.0,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,D3",P5,"[[0, 2]]",,,2.0,,,0.25,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,B2",M3,"[[1, 2]]",,,3.0,,,0.375,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,C3",P4,"[[0, 3]]",,,3.0,,,0.375,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,D#3",m6,"[[2, 1]]",,,3.0,,,0.375,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,F#3",M7,"[[3, 1]]",,,4.0,,,0.5,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,E3",M6,"[[0, 5]]",,,5.0,,,0.625,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,F3",m7,"[[0, 5]]",,,5.0,,,0.625,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,C#3",TT,"[[3, 3]]",,,6.0,,,0.75,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,A#2",m3,"[[0, 7]]",,,7.0,,,0.875,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,G#2",m2,"[[6, 2]]",,,8.0,,,1.0,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,A2",M2,"[[0, 8]]",,,8.0,,,1.0,,,Chan's method Vanilla Cap 0 with  distributive,6
"G2,G3",8v,"[[0.5499999999999999, 0.0, 0.0, 0.0, 0.0, 0.24, 0.30000000000000004, 0.0, 0.44999999999999996, 0.22, 0.0, 1.62, 0.12, 0.47, 0.5499999999999999]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.16799999999999998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",[0.03716814159292035],4.52,0.03716814159292035,0.16799999999999998,0.0,0.0,0.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,G2",U,"[[1.4699999999999998, 0.0, 0.0, 0.0, 0.0, 0.49, 0.35, 0.0, 0.75, 0.32, 0.0, 1.65, 0.0, 0.42, 1.2]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.34299999999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",[0.05157894736842105],6.6499999999999995,0.05157894736842105,0.34299999999999997,1.0,0.06024096385542169,0.02816911025807649,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,D3",P5,"[[0.30000000000000004, 0.0, 0.0, 0.0, 0.27, 0.22, 0.5499999999999999, 0.0, 1.4699999999999998, 0.12, 0.27, 0.5, 0.44999999999999996, 0.35, 1.0999999999999999]]","[[0.0, 0.0, 0.0, 0.0, 0.27, 0.154, 0.0, 0.0, 0.0, 0.0, 0.189, 0.0, 0.0, 0.0, 0.0]]",[0.10946428571428574],5.599999999999999,0.10946428571428574,0.613,0.5070422535211264,0.15318416523235803,0.1413188191357587,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,D#3",m6,"[[0.0, 0.0, 0.0, 0.42000000000000004, 0.0, 0.15, 0.77, 0.0, 1.5899999999999999, 0.0, 0.42000000000000004, 0.35, 0.44999999999999996, 0.35, 1.2199999999999998]]","[[0.0, 0.0, 0.0, 0.42000000000000004, 0.0, 0.105, 0.0, 0.0, 0.0, 0.0, 0.294, 0.0, 0.0, 0.0, 0.0]]",[0.1431818181818182],5.719999999999999,0.1431818181818182,0.819,0.5633802816901405,0.22409638554216874,0.20722720097814706,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,C3",P4,"[[0.15, 0.0, 0.0, 0.12, 0.4, 0.12, 1.4699999999999998, 0.0, 0.5499999999999999, 0.27, 0.32, 0.44999999999999996, 0.5, 1.0999999999999999, 0.15]]","[[0.0, 0.0, 0.0, 0.12, 0.4, 0.08399999999999999, 0.0, 0.0, 0.0, 0.0, 0.22399999999999998, 0.0, 0.0, 0.0, 0.0]]",[0.14785714285714285],5.6,0.14785714285714285,0.828,0.5070422535211269,0.22719449225473323,0.216366158113731,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,B2",M3,"[[0.0, 0.12, 0.0, 0.25, 0.0, 0.30000000000000004, 1.5899999999999999, 0.0, 0.82, 0.2, 0.44999999999999996, 0.32, 0.30000000000000004, 1.0999999999999999, 0.44999999999999996]]","[[0.0, 0.08399999999999999, 0.0, 0.25, 0.0, 0.21000000000000002, 0.0, 0.0, 0.0, 0.0, 0.31499999999999995, 0.0, 0.0, 0.0, 0.0]]",[0.14559322033898306],5.8999999999999995,0.14559322033898306,0.859,0.647887323943662,0.23786574870912228,0.21194082034821873,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,E3",M6,"[[0.0, 0.12, 0.0, 0.0, 0.30000000000000004, 0.5499999999999999, 0.27, 0.1, 0.12, 1.4699999999999998, 0.30000000000000004, 0.27, 0.35, 0.44999999999999996, 0.32]]","[[0.0, 0.08399999999999999, 0.0, 0.0, 0.30000000000000004, 0.38499999999999995, 0.0, 0.1, 0.0, 0.0, 0.21000000000000002, 0.0, 0.0, 0.0, 0.0]]",[0.23354978354978354],4.62,0.23354978354978354,1.079,0.04694835680751199,0.31359724612736667,0.3838713956126979,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,F#3",M7,"[[0.0, 0.0, 0.0, 0.5499999999999999, 0.12, 0.0, 0.42000000000000004, 0.15, 0.52, 0.0, 1.4699999999999998, 0.15, 0.27, 0.32, 0.75]]","[[0.0, 0.0, 0.0, 0.5499999999999999, 0.12, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0289999999999997, 0.0, 0.0, 0.0, 0.0]]",[0.3917372881355933],4.719999999999999,0.3917372881355933,1.8489999999999998,0.09389671361502315,0.5786574870912221,0.693083894035454,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,A#2",m3,"[[0.0, 0.1, 0.0, 0.12, 0.15, 1.4699999999999998, 0.30000000000000004, 0.24, 0.35, 0.5499999999999999, 0.44999999999999996, 0.32, 1.0999999999999999, 0.30000000000000004, 0.3]]","[[0.0, 0.06999999999999999, 0.0, 0.12, 0.15, 1.0289999999999997, 0.0, 0.24, 0.0, 0.0, 0.31499999999999995, 0.0, 0.0, 0.0, 0.0]]",[0.33460869565217394],5.749999999999999,0.33460869565217394,1.9239999999999997,0.5774647887323942,0.6044750430292599,0.5814134124798697,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,F3",m7,"[[0.0, 0.0, 0.0, 0.12, 0.5499999999999999, 0.30000000000000004, 0.15, 0.24, 0.1, 0.30000000000000004, 1.4699999999999998, 0.12, 0.5, 0.44999999999999996, 0.32]]","[[0.0, 0.0, 0.0, 0.12, 0.5499999999999999, 0.21000000000000002, 0.0, 0.24, 0.0, 0.0, 1.0289999999999997, 0.0, 0.0, 0.0, 0.0]]",[0.46515151515151504],4.62,0.46515151515151504,2.1489999999999996,0.04694835680751199,0.6819277108433736,0.8365882537180135,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,A2",M2,"[[0.0, 0.0, 0.0, 0.1, 1.5899999999999999, 0.15, 0.42000000000000004, 0.15, 0.32, 0.44999999999999996, 0.75, 0.0, 1.2199999999999998, 0.30000000000000004, 0.3]]","[[0.0, 0.0, 0.0, 0.1, 1.5899999999999999, 0.105, 0.0, 0.15, 0.0, 0.0, 0.5249999999999999, 0.0, 0.0, 0.0, 0.0]]",[0.4295652173913044],5.749999999999999,0.4295652173913044,2.4699999999999998,0.5774647887323942,0.7924268502581756,0.767026956390121,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,G#2",m2,"[[0.0, 0.0, 0.0, 1.4699999999999998, 0.1, 0.12, 0.42, 0.5, 0.57, 0.0, 0.75, 1.0999999999999999, 0.12, 0.3, 1.2]]","[[0.0, 0.0, 0.0, 1.4699999999999998, 0.1, 0.08399999999999999, 0.0, 0.5, 0.0, 0.0, 0.5249999999999999, 0.0, 0.0, 0.0, 0.0]]",[0.40285714285714286],6.6499999999999995,0.40285714285714286,2.679,1.0,0.8643717728055078,0.7148201118837054,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,C#3",TT,"[[0.0, 0.0, 0.0, 0.44999999999999996, 0.12, 0.22, 0.0, 2.02, 0.0, 0.12, 0.47, 0.75, 0.2, 0.0, 1.2499999999999998]]","[[0.0, 0.0, 0.0, 0.44999999999999996, 0.12, 0.154, 0.0, 2.02, 0.0, 0.0, 0.32899999999999996, 0.0, 0.0, 0.0, 0.0]]",[0.5487499999999998],5.6000000000000005,0.5487499999999998,3.0729999999999995,0.5070422535211272,1.0,1.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,6
"G2,G3",8v,"[[0.5499999999999999, 0.0, 0.0, 0.0, 0.0, 0.24, 0.30000000000000004, 0.0, 0.44999999999999996, 0.22, 0.0, 1.62, 0.12, 0.47, 0.5499999999999999]]",,,4.52,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,E3",M6,"[[0.0, 0.12, 0.0, 0.0, 0.30000000000000004, 0.5499999999999999, 0.27, 0.1, 0.12, 1.4699999999999998, 0.30000000000000004, 0.27, 0.35, 0.44999999999999996, 0.32]]",,,4.62,,,0.04694835680751199,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,F3",m7,"[[0.0, 0.0, 0.0, 0.12, 0.5499999999999999, 0.30000000000000004, 0.15, 0.24, 0.1, 0.30000000000000004, 1.4699999999999998, 0.12, 0.5, 0.44999999999999996, 0.32]]",,,4.62,,,0.04694835680751199,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,F#3",M7,"[[0.0, 0.0, 0.0, 0.5499999999999999, 0.12, 0.0, 0.42000000000000004, 0.15, 0.52, 0.0, 1.4699999999999998, 0.15, 0.27, 0.32, 0.75]]",,,4.719999999999999,,,0.09389671361502315,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,D3",P5,"[[0.30000000000000004, 0.0, 0.0, 0.0, 0.27, 0.22, 0.5499999999999999, 0.0, 1.4699999999999998, 0.12, 0.27, 0.5, 0.44999999999999996, 0.35, 1.0999999999999999]]",,,5.599999999999999,,,0.5070422535211264,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,C3",P4,"[[0.15, 0.0, 0.0, 0.12, 0.4, 0.12, 1.4699999999999998, 0.0, 0.5499999999999999, 0.27, 0.32, 0.44999999999999996, 0.5, 1.0999999999999999, 0.15]]",,,5.6,,,0.5070422535211269,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,C#3",TT,"[[0.0, 0.0, 0.0, 0.44999999999999996, 0.12, 0.22, 0.0, 2.02, 0.0, 0.12, 0.47, 0.75, 0.2, 0.0, 1.2499999999999998]]",,,5.6000000000000005,,,0.5070422535211272,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,D#3",m6,"[[0.0, 0.0, 0.0, 0.42000000000000004, 0.0, 0.15, 0.77, 0.0, 1.5899999999999999, 0.0, 0.42000000000000004, 0.35, 0.44999999999999996, 0.35, 1.2199999999999998]]",,,5.719999999999999,,,0.5633802816901405,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,A2",M2,"[[0.0, 0.0, 0.0, 0.1, 1.5899999999999999, 0.15, 0.42000000000000004, 0.15, 0.32, 0.44999999999999996, 0.75, 0.0, 1.2199999999999998, 0.30000000000000004, 0.3]]",,,5.749999999999999,,,0.5774647887323942,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,A#2",m3,"[[0.0, 0.1, 0.0, 0.12, 0.15, 1.4699999999999998, 0.30000000000000004, 0.24, 0.35, 0.5499999999999999, 0.44999999999999996, 0.32, 1.0999999999999999, 0.30000000000000004, 0.3]]",,,5.749999999999999,,,0.5774647887323942,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,B2",M3,"[[0.0, 0.12, 0.0, 0.25, 0.0, 0.30000000000000004, 1.5899999999999999, 0.0, 0.82, 0.2, 0.44999999999999996, 0.32, 0.30000000000000004, 1.0999999999999999, 0.44999999999999996]]",,,5.8999999999999995,,,0.647887323943662,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,G2",U,"[[1.4699999999999998, 0.0, 0.0, 0.0, 0.0, 0.49, 0.35, 0.0, 0.75, 0.32, 0.0, 1.65, 0.0, 0.42, 1.2]]",,,6.6499999999999995,,,1.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,G#2",m2,"[[0.0, 0.0, 0.0, 1.4699999999999998, 0.1, 0.12, 0.42, 0.5, 0.57, 0.0, 0.75, 1.0999999999999999, 0.12, 0.3, 1.2]]",,,6.6499999999999995,,,1.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,6
"G2,G3",8v,"[[3, 0, 0, 0, 0, 2, 2, 0, 3, 2, 0, 7, 1, 3, 3]]","[[0, 0.0, 0.0, 0, 0, 1.4, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]",[0.05384615384615384],26.0,0.05384615384615384,1.4,0.0,0.0,0.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,G2",U,"[[6, 0, 0, 0, 0, 4, 2, 0, 4, 2, 0, 6, 0, 2, 4]]","[[0, 0.0, 0.0, 0, 0, 2.8, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]",[0.09333333333333332],30.0,0.09333333333333332,2.8,1.0,0.09271523178807947,0.0737472207969899,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,D3",P5,"[[2, 0, 0, 0, 2, 2, 3, 0, 6, 1, 2, 3, 2, 2, 3]]","[[0, 0.0, 0.0, 0, 2, 1.4, 0, 0, 0, 0, 1.4, 0, 0, 0, 0]]",[0.17142857142857143],28.0,0.17142857142857143,4.8,0.5,0.2251655629139073,0.21959979476654695,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,B2",M3,"[[0, 1, 0, 2, 0, 2, 7, 0, 5, 1, 2, 2, 2, 3, 2]]","[[0, 0.7, 0.0, 2, 0, 1.4, 0, 0, 0, 0, 1.4, 0, 0, 0, 0]]",[0.1896551724137931],29.0,0.1896551724137931,5.5,0.75,0.271523178807947,0.25364023991082957,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,D#3",m6,"[[0, 0, 0, 3, 0, 1, 5, 0, 7, 0, 3, 2, 2, 2, 4]]","[[0, 0.0, 0.0, 3, 0, 0.7, 0, 0, 0, 0, 2.0999999999999996, 0, 0, 0, 0]]",[0.19999999999999998],29.0,0.19999999999999998,5.8,0.75,0.29139072847682124,0.2729604925602873,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,C3",P4,"[[1, 0, 0, 1, 3, 1, 6, 0, 3, 2, 2, 2, 3, 3, 1]]","[[0, 0.0, 0.0, 1, 3, 0.7, 0, 0, 0, 0, 1.4, 0, 0, 0, 0]]",[0.21785714285714283],28.0,0.21785714285714283,6.1,0.5,0.31125827814569534,0.306310928681375,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,E3",M6,"[[0, 1, 0, 0, 2, 3, 2, 1, 1, 6, 2, 2, 2, 2, 2]]","[[0, 0.7, 0.0, 0, 2, 2.0999999999999996, 0, 1, 0, 0, 1.4, 0, 0, 0, 0]]",[0.2769230769230769],26.0,0.2769230769230769,7.199999999999999,0.0,0.3841059602649006,0.4166239096972806,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,F#3",M7,"[[0, 0, 0, 3, 1, 0, 3, 1, 4, 0, 6, 1, 2, 2, 4]]","[[0, 0.0, 0.0, 3, 1, 0.0, 0, 1, 0, 0, 4.199999999999999, 0, 0, 0, 0]]",[0.34074074074074073],27.0,0.34074074074074073,9.2,0.25,0.5165562913907285,0.5358113372479715,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,A#2",m3,"[[0, 1, 0, 1, 1, 6, 2, 2, 2, 3, 2, 2, 3, 2, 1]]","[[0, 0.7, 0.0, 1, 1, 4.199999999999999, 0, 2, 0, 0, 1.4, 0, 0, 0, 0]]",[0.3678571428571428],28.0,0.3678571428571428,10.299999999999999,0.5,0.5894039735099337,0.586454592098512,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,F3",m7,"[[0, 0, 0, 1, 3, 2, 1, 2, 1, 2, 6, 1, 3, 2, 2]]","[[0, 0.0, 0.0, 1, 3, 1.4, 0, 2, 0, 0, 4.199999999999999, 0, 0, 0, 0]]",[0.4461538461538461],26.0,0.4461538461538461,11.6,0.0,0.6754966887417219,0.732683427398666,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,A2",M2,"[[0, 0, 0, 1, 7, 1, 3, 1, 2, 2, 4, 0, 4, 2, 1]]","[[0, 0.0, 0.0, 1, 7, 0.7, 0, 1, 0, 0, 2.8, 0, 0, 0, 0]]",[0.44642857142857145],28.0,0.44642857142857145,12.5,0.5,0.7350993377483444,0.7331965110312982,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,G#2",m2,"[[0, 0, 0, 6, 1, 1, 3, 3, 3, 0, 4, 3, 1, 1, 4]]","[[0, 0.0, 0.0, 6, 1, 0.7, 0, 3, 0, 0, 2.8, 0, 0, 0, 0]]",[0.45],30.0,0.45,13.5,1.0,0.8013245033112583,0.7398665982555157,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,C#3",TT,"[[0, 0, 0, 3, 1, 2, 0, 9, 0, 1, 3, 4, 1, 0, 4]]","[[0, 0.0, 0.0, 3, 1, 1.4, 0, 9, 0, 0, 2.0999999999999996, 0, 0, 0, 0]]",[0.5892857142857143],28.0,0.5892857142857143,16.5,0.5,1.0,1.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,6
"G2,E3",M6,"[[0, 1, 0, 0, 2, 3, 2, 1, 1, 6, 2, 2, 2, 2, 2]]",,,26.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,F3",m7,"[[0, 0, 0, 1, 3, 2, 1, 2, 1, 2, 6, 1, 3, 2, 2]]",,,26.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,G3",8v,"[[3, 0, 0, 0, 0, 2, 2, 0, 3, 2, 0, 7, 1, 3, 3]]",,,26.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,F#3",M7,"[[0, 0, 0, 3, 1, 0, 3, 1, 4, 0, 6, 1, 2, 2, 4]]",,,27.0,,,0.25,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,A2",M2,"[[0, 0, 0, 1, 7, 1, 3, 1, 2, 2, 4, 0, 4, 2, 1]]",,,28.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,A#2",m3,"[[0, 1, 0, 1, 1, 6, 2, 2, 2, 3, 2, 2, 3, 2, 1]]",,,28.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,C3",P4,"[[1, 0, 0, 1, 3, 1, 6, 0, 3, 2, 2, 2, 3, 3, 1]]",,,28.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,C#3",TT,"[[0, 0, 0, 3, 1, 2, 0, 9, 0, 1, 3, 4, 1, 0, 4]]",,,28.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,D3",P5,"[[2, 0, 0, 0, 2, 2, 3, 0, 6, 1, 2, 3, 2, 2, 3]]",,,28.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,B2",M3,"[[0, 1, 0, 2, 0, 2, 7, 0, 5, 1, 2, 2, 2, 3, 2]]",,,29.0,,,0.75,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,D#3",m6,"[[0, 0, 0, 3, 0, 1, 5, 0, 7, 0, 3, 2, 2, 2, 4]]",,,29.0,,,0.75,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,G2",U,"[[6, 0, 0, 0, 0, 4, 2, 0, 4, 2, 0, 6, 0, 2, 4]]",,,30.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,G#2",m2,"[[0, 0, 0, 6, 1, 1, 3, 3, 3, 0, 4, 3, 1, 1, 4]]",,,30.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,6
"G2,G2",U,"[[0, 2]]",,,2.0,,,0.0,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,G3",8v,"[[0, 2]]",,,2.0,,,0.0,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,D3",P5,"[[0, 3]]",,,3.0,,,0.125,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,B2",M3,"[[1, 3]]",,,4.0,,,0.25,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,C3",P4,"[[0, 4]]",,,4.0,,,0.25,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,F#3",M7,"[[3, 1]]",,,4.0,,,0.25,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,D#3",m6,"[[2, 3]]",,,5.0,,,0.375,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,E3",M6,"[[0, 5]]",,,5.0,,,0.375,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,F3",m7,"[[0, 5]]",,,5.0,,,0.375,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,C#3",TT,"[[3, 3]]",,,6.0,,,0.5,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,A2",M2,"[[0, 9]]",,,9.0,,,0.875,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,A#2",m3,"[[0, 9]]",,,9.0,,,0.875,,,Chan's method Vanilla Cap 0 with  distributive,7
"G2,G#2",m2,"[[7, 3]]",,,10.0,,,1.0,,,Chan's method Vanilla Cap 0 with  distributive,7
