,case,note_names,periods_considered,tension_score,chord_label,normalized_tension_score,threshold_exponent_applied
457,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,B2",26,694712.7655767833,M3,0.9656691360645205,10**-6
458,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,B2",27,694712.7655767833,M3,0.7231010960182804,10**-6
459,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,B2",28,694712.7655767833,M3,0.30364400826521504,10**-6
460,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,B2",29,885002.8761192885,M3,0.3868157229095905,10**-6
461,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,B2",30,885002.8761192885,M3,0.3868157229095905,10**-6
462,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,B2",31,885002.8761192885,M3,0.3868157229095905,10**-6
463,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,B2",32,885002.8761192885,M3,0.3868157229095905,10**-6
464,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",4,2567.3596012360667,TT,0.04497675562319077,10**-6
465,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",5,4545.521899570309,TT,0.0796315512475953,10**-6
466,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",6,4545.521899570309,TT,0.0796315512475953,10**-6
467,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",7,9546.833862232275,TT,0.16724794352536118,10**-6
468,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",8,9546.833862232275,TT,0.16724794352536118,10**-6
469,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",9,9546.833862232275,TT,0.16724794352536118,10**-6
470,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",10,34640.674960618024,TT,0.6068589579644325,10**-6
471,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",11,61331.473227816234,TT,0.8266422910318976,10**-6
472,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",12,61331.473227816234,TT,0.703176600483471,10**-6
473,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",13,61331.473227816234,TT,0.703176600483471,10**-6
474,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",14,61331.473227816234,TT,0.703176600483471,10**-6
475,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",15,61331.473227816234,TT,0.2172851740212136,10**-6
476,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",16,61331.473227816234,TT,0.2172851740212136,10**-6
477,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",17,128812.79605918359,TT,0.41308360600132743,10**-6
478,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",18,128812.79605918359,TT,0.41308360600132743,10**-6
479,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",19,128812.79605918359,TT,0.23424331894873843,10**-6
480,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",20,128812.79605918359,TT,0.17905319672836612,10**-6
481,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",21,128812.79605918359,TT,0.17905319672836612,10**-6
482,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",22,128812.79605918359,TT,0.17905319672836612,10**-6
483,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",23,128812.79605918359,TT,0.17905319672836612,10**-6
484,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",24,467397.0725213066,TT,0.649694304733271,10**-6
485,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",25,467397.0725213066,TT,0.649694304733271,10**-6
486,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",26,467397.0725213066,TT,0.649694304733271,10**-6
487,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",27,827528.6515834057,TT,0.8613442916219933,10**-6
488,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",28,827528.6515834057,TT,0.3616949754946193,10**-6
489,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",29,827528.6515834057,TT,0.3616949754946193,10**-6
490,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",30,827528.6515834057,TT,0.3616949754946193,10**-6
491,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",31,827528.6515834057,TT,0.3616949754946193,10**-6
492,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C#3",32,827528.6515834057,TT,0.3616949754946193,10**-6
493,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",4,2741.0696278595037,P4,0.04801992628497836,10**-6
494,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",5,3776.2450953133307,P4,0.06615483578670031,10**-6
495,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",6,11137.577649108762,P4,0.19511567756893125,10**-6
496,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",7,11137.577649108762,P4,0.19511567756893125,10**-6
497,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",8,11137.577649108762,P4,0.19511567756893125,10**-6
498,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",9,11137.577649108762,P4,0.19511567756893125,10**-6
499,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",10,11137.577649108762,P4,0.19511567756893125,10**-6
500,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",11,26593.317947777257,P4,0.358431978192235,10**-6
501,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",12,87220.58325838433,P4,1.0,10**-6
502,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",13,87220.58325838433,P4,1.0,10**-6
503,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",14,87220.58325838433,P4,1.0,10**-6
504,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",15,139052.26295311193,P4,0.4926344267254165,10**-6
505,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",16,0.0,P4,0.0,10**-6
506,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",17,0.0,P4,0.0,10**-6
507,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",18,0.0,P4,0.0,10**-6
508,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",19,0.0,P4,0.0,10**-6
509,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",20,0.0,P4,0.0,10**-6
510,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",21,0.0,P4,0.0,10**-6
511,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",22,0.0,P4,0.0,10**-6
512,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",23,0.0,P4,0.0,10**-6
513,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",24,0.0,P4,0.0,10**-6
514,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",25,0.0,P4,0.0,10**-6
515,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",26,0.0,P4,0.0,10**-6
516,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",27,0.0,P4,0.0,10**-6
517,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",28,0.0,P4,0.0,10**-6
518,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",29,0.0,P4,0.0,10**-6
519,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",30,0.0,P4,0.0,10**-6
520,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",31,0.0,P4,0.0,10**-6
521,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,C3",32,0.0,P4,0.0,10**-6
522,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",4,4864.470015580912,m6,0.08521910176579284,10**-6
523,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",5,4864.470015580912,m6,0.08521910176579284,10**-6
524,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",6,4864.470015580912,m6,0.08521910176579284,10**-6
525,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",7,4864.470015580912,m6,0.08521910176579284,10**-6
526,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",8,15201.219327231885,m6,0.26630532260703244,10**-6
527,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",9,15201.219327231885,m6,0.26630532260703244,10**-6
528,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",10,15201.219327231885,m6,0.26630532260703244,10**-6
529,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",11,42030.21278530139,m6,0.5664946488460013,10**-6
530,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",12,42030.21278530139,m6,0.4818841059660205,10**-6
531,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",13,78673.0505887756,m6,0.9020009686900704,10**-6
532,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",14,78673.0505887756,m6,0.9020009686900704,10**-6
533,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",15,78673.0505887756,m6,0.27872292296753154,10**-6
534,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",16,78673.0505887756,m6,0.27872292296753154,10**-6
535,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",17,78673.0505887756,m6,0.2522928499852195,10**-6
536,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",18,78673.0505887756,m6,0.2522928499852195,10**-6
537,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",19,148669.29316745742,m6,0.2703519349219609,10**-6
538,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",20,148669.29316745742,m6,0.20665425339225887,10**-6
539,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",21,148669.29316745742,m6,0.20665425339225887,10**-6
540,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",22,148669.29316745742,m6,0.20665425339225887,10**-6
541,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",23,148669.29316745742,m6,0.20665425339225887,10**-6
542,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",24,148669.29316745742,m6,0.20665425339225887,10**-6
543,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",25,148669.29316745742,m6,0.20665425339225887,10**-6
544,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",26,148669.29316745742,m6,0.20665425339225887,10**-6
545,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",27,633380.3833084542,m6,0.6592624636551341,10**-6
546,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",28,633380.3833084542,m6,0.2768369430849056,10**-6
547,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",29,633380.3833084542,m6,0.2768369430849056,10**-6
548,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",30,633380.3833084542,m6,0.2768369430849056,10**-6
549,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",31,633380.3833084542,m6,0.2768369430849056,10**-6
550,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D#3",32,633380.3833084542,m6,0.2768369430849056,10**-6
551,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",4,2300.1951061108343,P5,0.040296385875744606,10**-6
552,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",5,4964.789304992248,P5,0.08697656346378536,10**-6
553,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",6,4964.789304992248,P5,0.08697656346378536,10**-6
554,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",7,6545.875979013895,P5,0.11467511762126212,10**-6
555,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",8,6545.875979013895,P5,0.11467511762126212,10**-6
556,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",9,27123.15842591775,P5,0.47516197873654253,10**-6
557,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",10,45727.15338240899,P5,0.8010794444356695,10**-6
558,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",11,45727.15338240899,P5,0.6163230205475932,10**-6
559,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",12,0.0,P5,0.0,10**-6
560,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",13,0.0,P5,0.0,10**-6
561,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",14,0.0,P5,0.0,10**-6
562,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",15,0.0,P5,0.0,10**-6
563,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",16,0.0,P5,0.0,10**-6
564,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",17,0.0,P5,0.0,10**-6
565,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",18,0.0,P5,0.0,10**-6
566,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",19,0.0,P5,0.0,10**-6
567,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",20,0.0,P5,0.0,10**-6
568,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",21,0.0,P5,0.0,10**-6
569,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",22,0.0,P5,0.0,10**-6
570,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",23,0.0,P5,0.0,10**-6
571,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",24,0.0,P5,0.0,10**-6
572,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",25,0.0,P5,0.0,10**-6
573,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",26,0.0,P5,0.0,10**-6
574,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",27,0.0,P5,0.0,10**-6
575,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",28,0.0,P5,0.0,10**-6
576,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",29,0.0,P5,0.0,10**-6
577,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",30,0.0,P5,0.0,10**-6
578,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",31,0.0,P5,0.0,10**-6
579,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,D3",32,0.0,P5,0.0,10**-6
580,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",4,4318.98460975231,M6,0.07566291657764933,10**-6
581,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",5,4318.98460975231,M6,0.07566291657764933,10**-6
582,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",6,4318.98460975231,M6,0.07566291657764933,10**-6
583,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",7,9118.427219817419,M6,0.1597428239254548,10**-6
584,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",8,19375.421647146708,M6,0.3394318443354945,10**-6
585,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",9,19375.421647146708,M6,0.3394318443354945,10**-6
586,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",10,19375.421647146708,M6,0.3394318443354945,10**-6
587,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",11,19375.421647146708,M6,0.2611472070891368,10**-6
588,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",12,28072.71402850155,M6,0.32185882024359175,10**-6
589,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",13,28072.71402850155,M6,0.32185882024359175,10**-6
590,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",14,28072.71402850155,M6,0.32185882024359175,10**-6
591,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",15,145403.66532080216,M6,0.5151361782097817,10**-6
592,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",16,145403.66532080216,M6,0.5151361782097817,10**-6
593,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",17,311832.26394796616,M6,1.0,10**-6
594,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",18,311832.26394796616,M6,1.0,10**-6
595,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",19,311832.26394796616,M6,0.5670603130834142,10**-6
596,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",20,719410.758438454,M6,1.0,10**-6
597,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",21,719410.758438454,M6,1.0,10**-6
598,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",22,719410.758438454,M6,1.0,10**-6
599,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",23,719410.758438454,M6,1.0,10**-6
600,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",24,719410.758438454,M6,1.0,10**-6
601,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",25,719410.758438454,M6,1.0,10**-6
602,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",26,719410.758438454,M6,1.0,10**-6
603,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",27,719410.758438454,M6,0.7488083330126925,10**-6
604,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",28,719410.758438454,M6,0.3144389697517756,10**-6
605,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",29,719410.758438454,M6,0.3144389697517756,10**-6
606,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",30,719410.758438454,M6,0.3144389697517756,10**-6
607,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",31,719410.758438454,M6,0.3144389697517756,10**-6
608,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,E3",32,719410.758438454,M6,0.3144389697517756,10**-6
609,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",4,2928.215936349601,M7,0.05129848289180853,10**-6
610,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",5,2928.215936349601,M7,0.05129848289180853,10**-6
611,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",6,10411.037204590964,M7,0.18238764679065278,10**-6
612,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",7,19976.83605060758,M7,0.3499678318300798,10**-6
613,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",8,53730.16596135176,M7,0.9412816743216315,10**-6
614,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",9,53730.16596135176,M7,0.9412816743216315,10**-6
615,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",10,53730.16596135176,M7,0.9412816743216315,10**-6
616,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",11,53730.16596135176,M7,0.7241898025640718,10**-6
617,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",12,53730.16596135176,M7,0.6160262171393677,10**-6
618,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",13,53730.16596135176,M7,0.6160262171393677,10**-6
619,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",14,53730.16596135176,M7,0.6160262171393677,10**-6
620,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",15,71879.17161951293,M7,0.25465356515784854,10**-6
621,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",16,71879.17161951293,M7,0.25465356515784854,10**-6
622,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",17,91316.46544618926,M7,0.2928384134793274,10**-6
623,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",18,91316.46544618926,M7,0.2928384134793274,10**-6
624,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",19,194472.47737509062,M7,0.3536440473165006,10**-6
625,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",20,194472.47737509062,M7,0.2703218920401061,10**-6
626,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",21,194472.47737509062,M7,0.2703218920401061,10**-6
627,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",22,194472.47737509062,M7,0.2703218920401061,10**-6
628,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",23,194472.47737509062,M7,0.2703218920401061,10**-6
629,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",24,194472.47737509062,M7,0.2703218920401061,10**-6
630,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",25,194472.47737509062,M7,0.2703218920401061,10**-6
631,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",26,194472.47737509062,M7,0.2703218920401061,10**-6
632,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",27,194472.47737509062,M7,0.20241928535538886,10**-6
633,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",28,194472.47737509062,M7,0.08499973723444167,10**-6
634,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",29,194472.47737509062,M7,0.08499973723444167,10**-6
635,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",30,289803.3579664866,M7,0.126666814807417,10**-6
636,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",31,289803.3579664866,M7,0.126666814807417,10**-6
637,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F#3",32,289803.3579664866,M7,0.126666814807417,10**-6
638,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",4,3602.464245694729,m7,0.06311042439940451,10**-6
639,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",5,3602.464245694729,m7,0.06311042439940451,10**-6
640,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",6,11553.109732207775,m7,0.2023952518623577,10**-6
641,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",7,11553.109732207775,m7,0.2023952518623577,10**-6
642,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",8,11553.109732207775,m7,0.2023952518623577,10**-6
643,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",9,20183.875195423323,m7,0.35359488470429684,10**-6
644,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",10,20183.875195423323,m7,0.35359488470429684,10**-6
645,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",11,39168.30449588943,m7,0.5279210698893213,10**-6
646,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",12,39168.30449588943,m7,0.44907180200637176,10**-6
647,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",13,39168.30449588943,m7,0.44907180200637176,10**-6
648,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",14,69509.96175606662,m7,0.7969444729594236,10**-6
649,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",15,69509.96175606662,m7,0.24625992726887272,10**-6
650,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",16,69509.96175606662,m7,0.24625992726887272,10**-6
651,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",17,69509.96175606662,m7,0.22290817786470418,10**-6
652,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",18,69509.96175606662,m7,0.22290817786470418,10**-6
653,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",19,69509.96175606662,m7,0.12640238112881252,10**-6
654,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",20,69509.96175606662,m7,0.09662068705636856,10**-6
655,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",21,69509.96175606662,m7,0.09662068705636856,10**-6
656,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",22,69509.96175606662,m7,0.09662068705636856,10**-6
657,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),"G2,F3",23,571660.3803995172,m7,0.7946230629638591,10**-6
