method,harmonics_considered,normed_column,correlation,p_value,final_ranking_correlate
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,16,normed_values_weighted_modulations_only,0.7647445083784774,0.00232626807047552,"[0.4036458511836304, 0.0, 0.22559532368009536, 0.34108786412324965, 0.47960029665039355, 0.3295204456164264, 0.34079997452878746, 0.6945764772137086, 0.9547859211524018, 0.5547561506589761, 0.8995358601614216, 0.48705097101899236, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,16,normed_values_normed_weighted_modulations,0.8762106853964602,8.549373532713192e-05,"[0.18456194343730373, 0.0, 0.1422326388255863, 0.23826876069064062, 0.36388939418579636, 0.39298370559221096, 0.2812089145581146, 0.5994073992527659, 1.0, 0.7249404889432622, 0.8139089164936578, 0.6594286504381015, 0.8057102059793909]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,17,normed_values_only_modulations,0.032217210502321264,0.9167869345323149,"[0.9961461660178696, 0.0, 0.48883069554445835, 0.6239351814365675, 0.7081260060883704, 0.19524154594515536, 0.48151503148886915, 0.727441926094795, 0.5450457982874071, 0.15255940363877807, 0.776936418796245, 0.10554235804174597, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,17,normed_values_weighted_modulations_only,0.7501877610866823,0.003139084189238709,"[0.42202965858341995, 0.0, 0.23216639451005025, 0.35167051678640643, 0.4880561609706587, 0.32250946913533163, 0.33775441811739615, 0.696627829796127, 0.927077863472411, 0.5497694674735634, 0.9003008249485429, 0.46660474978580463, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,17,normed_values_normed_weighted_modulations,0.875287606773277,8.8895192286102e-05,"[0.19608141521369027, 0.0, 0.14544344266293394, 0.24508336717583012, 0.37655416787690027, 0.39329525033513835, 0.2839450115782127, 0.6156969582699935, 1.0, 0.7454781019668512, 0.8294542777958414, 0.6533304826372497, 0.824121094792936]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,18,normed_values_only_modulations,0.03641202340540772,0.9059928272895496,"[0.9963692342892391, 0.0, 0.48556941069775045, 0.6199071948642579, 0.7137348036253277, 0.19768833556745444, 0.47867719314825385, 0.7319326762779463, 0.5512268515640096, 0.15747672825213826, 0.7785623203688001, 0.10866693028464935, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,18,normed_values_weighted_modulations_only,0.7414496479094793,0.003723278463229916,"[0.44186254065869285, 0.0, 0.23533807499054443, 0.3587646601127518, 0.5049122964198962, 0.3243610213875443, 0.3521793393574508, 0.7025311089642268, 0.915556406072308, 0.540914771388462, 0.9016695732648908, 0.46765866460489264, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,18,normed_values_normed_weighted_modulations,0.8788979873383725,7.618003012279611e-05,"[0.21038412670546539, 0.0, 0.14727507839679657, 0.25308280494324337, 0.3947734353352843, 0.40217968678041444, 0.3045466320159272, 0.6269328883447282, 1.0, 0.7468117390145881, 0.8417923295769482, 0.6690427918163533, 0.8333117717708981]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,19,normed_values_only_modulations,0.025789584013168027,0.9333514528641786,"[1.0, 0.0, 0.48419977352681154, 0.6184832739011745, 0.7074073963009057, 0.20066781836683342, 0.466972031960339, 0.7384058714255027, 0.5413595261789784, 0.15293154960072064, 0.7775322312224592, 0.09792154070039624, 0.9873974466685929]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,19,normed_values_weighted_modulations_only,0.7259013987812205,0.004967151926521661,"[0.45194066385467824, 0.0, 0.23925356285383612, 0.3608185039905822, 0.50296846328356, 0.3255879670795409, 0.33431580495000907, 0.7038776472324179, 0.9105516164190053, 0.5312728680674335, 0.901001646339172, 0.44875552230935256, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,19,normed_values_normed_weighted_modulations,0.8736420541972234,9.522694946880573e-05,"[0.20186812343252758, 0.0, 0.14269380550294009, 0.24466167198296104, 0.3838184373317112, 0.40194814755953967, 0.27787831286764425, 0.6164577542536966, 1.0, 0.7405703662867121, 0.8350417498810484, 0.6526911064884424, 0.8302010274910028]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,20,normed_values_only_modulations,0.033710198488408116,0.9129435772788685,"[1.0, 0.0, 0.4824174737505671, 0.6206983917473963, 0.7169908100378601, 0.20739450003631296, 0.4705763839370768, 0.7419664010136998, 0.5471378984137436, 0.1618637318351651, 0.7924013374627259, 0.1010485569916695, 0.9925704064944695]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,20,normed_values_weighted_modulations_only,0.7141920554781783,0.0060980700449740225,"[0.46900515374953894, 0.0, 0.24251844253327118, 0.3705117880044097, 0.5068059852334951, 0.31359192409483644, 0.34432882392658887, 0.7068541234856827, 0.8989064772957422, 0.5297342609230989, 0.8990412777060238, 0.438512518917368, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,20,normed_values_normed_weighted_modulations,0.8726864659505547,9.906616564274686e-05,"[0.21697962185125055, 0.0, 0.14590431785819305, 0.2557377336722065, 0.3863391511496359, 0.387467377773048, 0.2915779019925147, 0.6263957021484119, 1.0, 0.7485998015123708, 0.8370728688286986, 0.6495913334084362, 0.8392636429767084]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,21,normed_values_only_modulations,0.03278182688362513,0.915333258346789,"[1.0, 0.0, 0.48070021453333445, 0.6225365762187551, 0.7103425243634462, 0.21339329565518916, 0.4606186974195155, 0.7451632485790028, 0.5425237376664659, 0.16192737061448162, 0.7933407053324432, 0.0965255996581622, 0.992902956858683]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,21,normed_values_weighted_modulations_only,0.6940719200739308,0.008490749707185644,"[0.49552369667763974, 0.0, 0.24980950771754512, 0.3783776571231549, 0.5120870577641162, 0.32215806119806145, 0.34462462196203286, 0.7124486162425548, 0.8913330055277354, 0.5136502072599475, 0.8981201429923112, 0.42897583059256894, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,21,normed_values_normed_weighted_modulations,0.8663456121327908,0.0001277918864489659,"[0.23894728001884624, 0.0, 0.15178301197412566, 0.26027741366460405, 0.3924014164870252, 0.399184089517567, 0.29433250440305164, 0.6310082260281777, 1.0, 0.7313189440956775, 0.8373507669666553, 0.64505836202615, 0.8393955868748653]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,22,normed_values_only_modulations,0.03180543274765879,0.9178472588469583,"[1.0, 0.0, 0.47405496662926566, 0.6134177157986263, 0.7061399683630231, 0.21240088273838495, 0.4549674552598065, 0.7392371176267024, 0.5411546291912975, 0.16032475126886395, 0.7916610191231985, 0.09816027237835277, 0.9813452308952526]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,22,normed_values_weighted_modulations_only,0.6860910766335896,0.009615698434825135,"[0.5013805568758423, 0.0, 0.2487010938856557, 0.37590769781917865, 0.5166769204826064, 0.3185449823833143, 0.34245422307319884, 0.7202625424721569, 0.8726062938191952, 0.5077437325826841, 0.9040113359529451, 0.4175658345788168, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,22,normed_values_normed_weighted_modulations,0.8688997123398237,0.0001155155931553103,"[0.23955967022346847, 0.0, 0.15036351394401806, 0.2601735945600298, 0.4028886004713687, 0.4039455144156846, 0.29642315292808674, 0.6548419758720879, 1.0, 0.7454621366316277, 0.862520803024541, 0.645518245093113, 0.8607696284476569]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,23,normed_values_only_modulations,0.035127114102271345,0.9092976613632546,"[1.0, 0.0, 0.4780049430565734, 0.6164830943110319, 0.7145064229281989, 0.21923045099375912, 0.45237477711367463, 0.746317947827778, 0.5390144941716807, 0.1659837758322976, 0.8032374250950002, 0.1000705514947735, 0.9855535508063339]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,23,normed_values_weighted_modulations_only,0.6635094161046536,0.01341570236442042,"[0.5261671822257254, 0.0, 0.25351462935355057, 0.3795667540390646, 0.5171581201316009, 0.3109702298595677, 0.345372039458497, 0.7190153789860246, 0.8647963815898324, 0.49011587585310773, 0.8967410187102526, 0.402653560388689, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,23,normed_values_normed_weighted_modulations,0.8591729406894292,0.0001679223395878038,"[0.26441742883540786, 0.0, 0.15224300217026818, 0.26099589687931907, 0.39771887834263836, 0.3906242730371778, 0.30150068458397244, 0.6512805444188188, 1.0, 0.7209981142278249, 0.8505312422942861, 0.6271453538607711, 0.8623124601220067]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,24,normed_values_only_modulations,0.036975049810725885,0.9045451387248976,"[1.0, 0.0, 0.4745223154854494, 0.6192525835172378, 0.713557962509426, 0.21913911620215393, 0.4498642820665104, 0.749516088270517, 0.5370137178018566, 0.16198236185316453, 0.804276653448698, 0.10178108808070462, 0.989313406089138]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,24,normed_values_weighted_modulations_only,0.6499838726672603,0.016176782144687606,"[0.5369909204045755, 0.0, 0.26728717309700545, 0.3934897850089444, 0.528929063501102, 0.3164070589708532, 0.35316620463765325, 0.734253967750472, 0.864769165758532, 0.4837259151211495, 0.9021307236051239, 0.398154519626198, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,24,normed_values_normed_weighted_modulations,0.853277264986269,0.0002079270664857359,"[0.2712477103038183, 0.0, 0.17049899825179987, 0.27459668762811146, 0.40966778217153743, 0.3983322322390832, 0.3113305010362751, 0.6658626950011204, 1.0, 0.71382980955848, 0.8534671600293146, 0.6186570407954092, 0.8555639419182055]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,25,normed_values_only_modulations,0.034948957259925056,0.909755994557718,"[1.0, 0.0, 0.47083416115609666, 0.6162353355302059, 0.7110343204087436, 0.22291541677937332, 0.44400501199094206, 0.7454907588267362, 0.5374309386905407, 0.16246360077153071, 0.8061718104969104, 0.09950027151733519, 0.9805263719583334]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,25,normed_values_weighted_modulations_only,0.6307695079532092,0.020804435062421484,"[0.5507503796123863, 0.0, 0.26505512169429385, 0.3974662265307243, 0.5347703342988464, 0.3115439053827827, 0.3447580481806522, 0.7417031895548609, 0.8580038330633084, 0.4693631602076393, 0.9018216651909386, 0.3834389610941613, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,25,normed_values_normed_weighted_modulations,0.8470510079262714,0.0002580592286778002,"[0.2731346213851678, 0.0, 0.160874858236697, 0.27319102325527084, 0.41190432538910754, 0.3909533984562583, 0.2977578236660228, 0.6769394579509924, 1.0, 0.7016537209082352, 0.8532873786145678, 0.6069799678123418, 0.8601117135345662]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,26,normed_values_only_modulations,0.03712628122885964,0.9041563291841375,"[1.0, 0.0, 0.4767232325640008, 0.6233272424895766, 0.711952878019521, 0.22911787603242273, 0.4449338133947502, 0.7522796908440976, 0.5409067104737102, 0.16577168954758498, 0.815933729010651, 0.1003440002134648, 0.9839701199340454]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,26,normed_values_weighted_modulations_only,0.619449769978782,0.02395418921985013,"[0.5626464140089834, 0.0, 0.2675242676028742, 0.39768623775031353, 0.5382961004525884, 0.31198553786045335, 0.3386858760953381, 0.7340616673862612, 0.8473886568283546, 0.46268570743338977, 0.8966474995727289, 0.37644732285141674, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,26,normed_values_normed_weighted_modulations,0.8433764906495433,0.0002918744860861804,"[0.2886843584793095, 0.0, 0.16142417874529327, 0.27121165807882447, 0.4209431458365999, 0.3942747249627396, 0.2911650569885497, 0.6719377508215233, 1.0, 0.701839356448281, 0.8531876790594213, 0.6067899811379764, 0.8713342966302119]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,27,normed_values_only_modulations,0.04040644718173195,0.8957281377916885,"[1.0, 0.0, 0.476386768965309, 0.6209879675132762, 0.7127239193990226, 0.23479462064782042, 0.44043846263458875, 0.7584926133268689, 0.5440242877496133, 0.16878233824373298, 0.8173531547806592, 0.10108914624613986, 0.9870802042128791]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,27,normed_values_weighted_modulations_only,0.6069418173440366,0.027830328322740013,"[0.5729523964232415, 0.0, 0.2726820726007879, 0.40265311155381317, 0.5400097421812632, 0.31341129297319353, 0.33668340455511325, 0.7383913112385173, 0.8329832043741469, 0.4566248186037388, 0.8931425766406562, 0.3672831595239752, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,27,normed_values_normed_weighted_modulations,0.8405100534439083,0.0003206218005044771,"[0.30408434970230613, 0.0, 0.17060459785797866, 0.28323911253500056, 0.42994410397021793, 0.4019335349454644, 0.2957442545950403, 0.687944192742359, 1.0, 0.7073550393644005, 0.8663670048112957, 0.6061640090358753, 0.8880308476968012]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,28,normed_values_only_modulations,0.03750988446743822,0.9031701900059816,"[1.0, 0.0, 0.4780298243982651, 0.620247901220067, 0.7144810502599256, 0.2358756817611288, 0.43837524538431144, 0.756141098199314, 0.5407226275944171, 0.17034277930267655, 0.8193561369723038, 0.1011095726666783, 0.9802354740352504]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,28,normed_values_weighted_modulations_only,0.5926459950248862,0.032804330133281705,"[0.5842405394275119, 0.0, 0.2825081037440521, 0.41123198982472486, 0.5449447394193766, 0.3147161250744834, 0.3375872451717902, 0.7425927079732101, 0.828131409304412, 0.4504868217767536, 0.8971329400183691, 0.35912451923542804, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,28,normed_values_normed_weighted_modulations,0.8348171756062204,0.00038436787306354213,"[0.31176190053567576, 0.0, 0.1810832275067232, 0.2923470395032266, 0.4323989905056442, 0.4047962352976364, 0.29622282482875384, 0.6946612878489167, 1.0, 0.7008746459182754, 0.8708659309205681, 0.596842298737918, 0.8922145972454946]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,29,normed_values_only_modulations,0.03534405504234192,0.9087395856074787,"[1.0, 0.0, 0.47458796178564316, 0.6195248817520285, 0.7080666542344495, 0.23264150558200578, 0.43186299168081516, 0.7539615228034698, 0.537652324175305, 0.1695415163800007, 0.8148296991597509, 0.10109681314601435, 0.9739030134841251]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,29,normed_values_weighted_modulations_only,0.5832273399662669,0.036417722808102265,"[0.5919606647427065, 0.0, 0.2839236376063933, 0.4181236148073164, 0.550043672682222, 0.312249157360884, 0.33789627605075084, 0.747237890417521, 0.8174241146673482, 0.4475139066033109, 0.9009747895986524, 0.3531074279076536, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,29,normed_values_normed_weighted_modulations,0.8347943752103739,0.00038464193848346815,"[0.3158988135998732, 0.0, 0.1821159434308017, 0.30075675708469063, 0.44381147221755635, 0.40817096622492943, 0.3010037496481418, 0.7080156399156615, 1.0, 0.7092940889412985, 0.8882040074415494, 0.5974355667816232, 0.903938039873226]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,30,normed_values_only_modulations,0.03640167593895077,0.9060194358555806,"[1.0, 0.0, 0.47528223512266543, 0.6204984357280605, 0.7093962150316542, 0.23432715685400332, 0.4315245028655135, 0.7594815997950454, 0.5364050624235336, 0.16931741975475673, 0.8164212515194507, 0.10140872715350965, 0.976761052621562]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,30,normed_values_weighted_modulations_only,0.5685731076419344,0.04260297555075103,"[0.6112241627051596, 0.0, 0.28834648183765826, 0.424601647195649, 0.5558805330031796, 0.3118641492240226, 0.34182647235910707, 0.7479475767768534, 0.8092415687793738, 0.44545037459846826, 0.8991578069102268, 0.34876838952113437, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,30,normed_values_normed_weighted_modulations,0.8272952185500839,0.0004835751765802134,"[0.3451639684132726, 0.0, 0.1901790021263639, 0.3128660992579709, 0.4561758798435014, 0.41082273253671625, 0.31076324307431835, 0.7126627605287218, 1.0, 0.714540876081945, 0.8944857763516171, 0.5963848277378988, 0.9120254783080226]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,31,normed_values_only_modulations,0.03479993908276621,0.910139384249669,"[1.0, 0.0, 0.4732978946102622, 0.6206080014837132, 0.7065525489381906, 0.23457264812683107, 0.4270211225204622, 0.7580176674718413, 0.5366466479227657, 0.16821725007866364, 0.8184830650168541, 0.09925394134094073, 0.9715740201946059]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,31,normed_values_weighted_modulations_only,0.5577339251490466,0.04764176576502149,"[0.6171602358368027, 0.0, 0.2953861800915612, 0.43586525332728365, 0.5660437230961622, 0.3137668504679534, 0.34511889668688567, 0.7552360974492927, 0.807595246346916, 0.44270484951695027, 0.9040674659697461, 0.3432452553160357, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,31,normed_values_normed_weighted_modulations,0.8245825564468117,0.0005239466022979908,"[0.3451476005175388, 0.0, 0.19864625655711454, 0.32569967209950307, 0.46949951719035615, 0.4147848515139382, 0.3167935873429473, 0.722569842936265, 1.0, 0.7152686880430926, 0.8990247948616357, 0.5923961440043913, 0.9137969163905949]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_only_modulations,32,normed_values_only_modulations,0.03286910405258603,0.915108573778438,"[1.0, 0.0, 0.4714203950236792, 0.6162692959582441, 0.7038615519821645, 0.23479223909632396, 0.4228007031698215, 0.7566604717755867, 0.5368329212731481, 0.16719736228289256, 0.8151647536839617, 0.09726758275620495, 0.9667302104642342]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_weighted_modulations_only,32,normed_values_weighted_modulations_only,0.544510501361466,0.05435127923060001,"[0.6301440003240264, 0.0, 0.2991455882654785, 0.43594421848025694, 0.5686751499503722, 0.3090363517423063, 0.3442712165355483, 0.7547693551937485, 0.8009755483904026, 0.4340121676158705, 0.9092015558638264, 0.33634209740088566, 1.0]"
Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0 normed_values_normed_weighted_modulations,32,normed_values_normed_weighted_modulations,0.8198033389617104,0.0006015244191030266,"[0.3593499084880385, 0.0, 0.20396728323083346, 0.3272964728722651, 0.4757922467010838, 0.40995202618192655, 0.31874704130715564, 0.727130113298391, 1.0, 0.7101247104535601, 0.9166001800310124, 0.589991263303708, 0.9236573905496824]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,2,normed_values_only_modulations,-0.08908708063747477,0.7722614932228544,"[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,3,normed_values_only_modulations,-0.06213697660011999,0.84018506641396,"[1.0, 0.0, 0.5, 0.5000000000000003, 0.5000000000000003, 0.0, 0.5, 0.5000000000000003, 0.5, 0.0, 0.5000000000000003, 0.0, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,4,normed_values_only_modulations,-0.10917192286934005,0.7225694609319696,"[1.0, 0.0, 0.6666666666666667, 0.6666666666666673, 0.6666666666666673, 0.0, 0.6666666666666667, 0.5555555555555555, 0.6666666666666673, 0.0, 0.5555555555555555, 0.0, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,5,normed_values_only_modulations,-0.015258831357696373,0.9605407209449599,"[1.0, 0.0, 0.5664739884393064, 0.5664739884393064, 0.7398843930635832, 0.11560693641618486, 0.6358381502890171, 0.6531791907514451, 0.5664739884393061, 0.11560693641618486, 0.6531791907514448, 0.11560693641618486, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,6,normed_values_only_modulations,-0.024264420474967574,0.9372857857120769,"[1.0, 0.0, 0.5070422535211264, 0.5070422535211269, 0.647887323943662, 0.04694835680751199, 0.5633802816901405, 0.5774647887323942, 0.5070422535211272, 0.04694835680751199, 0.5774647887323942, 0.09389671361502315, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,7,normed_values_only_modulations,-0.02157507662074548,0.94422639812521,"[1.0, 0.0, 0.5137231503579951, 0.5972553699284006, 0.7225536992840089, 0.10441527446300752, 0.5638424821002388, 0.659904534606205, 0.5137231503579954, 0.1044152744630069, 0.6599045346062057, 0.08353221957040602, 0.9999999999999993]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,8,normed_values_only_modulations,-0.011417968103027698,0.9704686405945127,"[1.0, 0.0, 0.5169922397645176, 0.5919186513245923, 0.7043082686647043, 0.09365801445009335, 0.5619480867005616, 0.694942467219695, 0.5169922397645166, 0.09365801445009285, 0.694942467219695, 0.07492641156007468, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,9,normed_values_only_modulations,-0.003876766931540959,0.9899714200656806,"[0.9999999999999992, 0.0, 0.48818287485470757, 0.5803951956605968, 0.6780317706315377, 0.12041844246416142, 0.5272375048430844, 0.6698953893839593, 0.5370011623401781, 0.12041844246416142, 0.6698953893839593, 0.06509104998062777, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,10,normed_values_only_modulations,0.019362600638133165,0.949939057465677,"[0.9822622650805938, 0.0, 0.490743999436897, 0.5745055254452032, 0.7075385373407473, 0.13894559020201303, 0.5439572041951148, 0.7001478144576613, 0.5350883367354121, 0.13894559020201303, 0.7001478144576619, 0.0886886745970296, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,11,normed_values_only_modulations,0.026475792786390923,0.9315817488740368,"[0.9835324450041882, 0.0, 0.46807777533549966, 0.5787763394740125, 0.7022830019426011, 0.14147126791856549, 0.5174804403229354, 0.6954215206943465, 0.5421817728166525, 0.12899584746719256, 0.7216199036422285, 0.08233777497905895, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,12,normed_values_only_modulations,0.023891553487986023,0.938247841157451,"[0.9849971585527565, 0.0, 0.4603794008605523, 0.5912375179281792, 0.7037588287825081, 0.1378183097448108, 0.505387925202284, 0.685005276973453, 0.5278921873731501, 0.12645252076962665, 0.7088734338213405, 0.09644683787513882, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,13,normed_values_only_modulations,0.03217654594703995,0.9168916398129703,"[0.9755056126247759, 0.0, 0.4849973990369141, 0.6057535454930348, 0.6989387148553032, 0.16426292087002056, 0.5034569373486776, 0.7093222051556703, 0.5472983408391165, 0.13399647006664145, 0.7313477906412971, 0.10630716259899654, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,14,normed_values_only_modulations,0.033130414024104105,0.914435897486191,"[0.9770666737648377, 0.0, 0.48880833104621113, 0.6142135832369026, 0.701459933044587, 0.16999711157209318, 0.5060914174843058, 0.7111816691660137, 0.5378799514686555, 0.14165958348365965, 0.7577281633231524, 0.09953206029080672, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,15,normed_values_only_modulations,0.03295504346011954,0.9148873387902005,"[0.9787530142886282, 0.0, 0.49036993936097767, 0.6065538532906236, 0.7074000535873537, 0.18585180564053608, 0.4972323198391851, 0.7164069279650009, 0.5358332100291, 0.14458654424222545, 0.7515246401849164, 0.10555675527242256, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,16,normed_values_only_modulations,0.027113132353593528,0.9299383357318897,"[1.0, 0.0, 0.4853564381997871, 0.6119505955190839, 0.707694953243114, 0.1891179660596513, 0.49187164858362464, 0.7281228524674397, 0.5448077329523089, 0.14994032786138298, 0.7614639480301866, 0.10021660416806395, 0.9973688573449881]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,17,normed_values_only_modulations,0.032217210502321264,0.9167869345323149,"[0.9961461660178696, 0.0, 0.48883069554445835, 0.6239351814365675, 0.7081260060883704, 0.19524154594515536, 0.48151503148886915, 0.727441926094795, 0.5450457982874071, 0.15255940363877807, 0.776936418796245, 0.10554235804174597, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,18,normed_values_only_modulations,0.03641202340540772,0.9059928272895496,"[0.9963692342892391, 0.0, 0.48556941069775045, 0.6199071948642579, 0.7137348036253277, 0.19768833556745444, 0.47867719314825385, 0.7319326762779463, 0.5512268515640096, 0.15747672825213826, 0.7785623203688001, 0.10866693028464935, 1.0]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,19,normed_values_only_modulations,0.025789584013168027,0.9333514528641786,"[1.0, 0.0, 0.48419977352681154, 0.6184832739011745, 0.7074073963009057, 0.20066781836683342, 0.466972031960339, 0.7384058714255027, 0.5413595261789784, 0.15293154960072064, 0.7775322312224592, 0.09792154070039624, 0.9873974466685929]"
Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0 normed_values_only_modulations,20,normed_values_only_modulations,0.033710198488408116,0.9129435772788685,"[1.0, 0.0, 0.4824174737505671, 0.6206983917473963, 0.7169908100378601, 0.20739450003631296, 0.4705763839370768, 0.7419664010136998, 0.5471378984137436, 0.1618637318351651, 0.7924013374627259, 0.1010485569916695, 0.9925704064944695]"
